Region,Year,Age,count_diff,rate_ratio
EAW,1943,94,-322,1.3
EAW,1943,95,-249,1.1
EAW,1943,96,-145,1.36
EAW,1943,97,-138,1.11
EAW,1943,98,-80,1.19
EAW,1943,99,-45,0.94
EAW,1943,100,-25,1.28
EAW,1944,0,4869,1.27
EAW,1944,1,217,1.1
EAW,1944,2,180,1.22
EAW,1944,3,124,1.2
EAW,1944,4,137,1.27
EAW,1944,5,82,1.13
EAW,1944,6,196,1.52
EAW,1944,7,105,1.3
EAW,1944,8,110,1.39
EAW,1944,9,142,1.55
EAW,1944,10,73,1.25
EAW,1944,11,68,1.27
EAW,1944,12,60,1.21
EAW,1944,13,103,1.36
EAW,1944,14,98,1.33
EAW,1944,15,80,1.22
EAW,1944,16,708,2.79
EAW,1944,17,2265,5.73
EAW,1944,18,3321,7.8
EAW,1944,19,3590,7.51
EAW,1944,20,4028,8.17
EAW,1944,21,4031,7.07
EAW,1944,22,3985,6.64
EAW,1944,23,3274,4.85
EAW,1944,24,3185,4.57
EAW,1944,25,2688,5.22
EAW,1944,26,2613,5.43
EAW,1944,27,2199,4.29
EAW,1944,28,1945,3.93
EAW,1944,29,1716,3.14
EAW,1944,30,1647,2.9
EAW,1944,31,1545,2.93
EAW,1944,32,1294,2.63
EAW,1944,33,1227,2.4
EAW,1944,34,1053,2.18
EAW,1944,35,969,2.16
EAW,1944,36,878,2.09
EAW,1944,37,686,1.77
EAW,1944,38,680,1.74
EAW,1944,39,622,1.61
EAW,1944,40,640,1.64
EAW,1944,41,600,1.62
EAW,1944,42,603,1.56
EAW,1944,43,576,1.5
EAW,1944,44,539,1.5
EAW,1944,45,413,1.46
EAW,1944,46,353,1.45
EAW,1944,47,396,1.49
EAW,1944,48,367,1.45
EAW,1944,49,550,1.56
EAW,1944,50,512,1.52
EAW,1944,51,580,1.55
EAW,1944,52,707,1.57
EAW,1944,53,792,1.59
EAW,1944,54,1009,1.68
EAW,1944,55,864,1.63
EAW,1944,56,1046,1.68
EAW,1944,57,1100,1.7
EAW,1944,58,1328,1.76
EAW,1944,59,1431,1.75
EAW,1944,60,1296,1.7
EAW,1944,61,1357,1.74
EAW,1944,62,1537,1.73
EAW,1944,63,1486,1.67
EAW,1944,64,1470,1.63
EAW,1944,65,1475,1.65
EAW,1944,66,1200,1.58
EAW,1944,67,1283,1.56
EAW,1944,68,1048,1.48
EAW,1944,69,1460,1.55
EAW,1944,70,850,1.42
EAW,1944,71,643,1.4
EAW,1944,72,706,1.43
EAW,1944,73,334,1.38
EAW,1944,74,214,1.38
EAW,1944,75,-13,1.37
EAW,1944,76,-158,1.38
EAW,1944,77,-528,1.35
EAW,1944,78,-743,1.35
EAW,1944,79,-954,1.34
EAW,1944,80,-1267,1.29
EAW,1944,81,-1291,1.3
EAW,1944,82,-1258,1.32
EAW,1944,83,-1434,1.3
EAW,1944,84,-1694,1.23
EAW,1944,85,-1438,1.28
EAW,1944,86,-1252,1.34
EAW,1944,87,-1241,1.31
EAW,1944,88,-1091,1.33
EAW,1944,89,-975,1.31
EAW,1944,90,-903,1.2
EAW,1944,91,-656,1.29
EAW,1944,92,-542,1.31
EAW,1944,93,-510,1.13
EAW,1944,94,-340,1.27
EAW,1944,95,-218,1.38
EAW,1944,96,-162,1.32
EAW,1944,97,-125,1.19
EAW,1944,98,-100,0.9
EAW,1944,99,-41,1.77
EAW,1944,100,-38,0.22
EAW,1945,0,4815,1.28
EAW,1945,1,245,1.13
EAW,1945,2,112,1.1
EAW,1945,3,108,1.16
EAW,1945,4,156,1.38
EAW,1945,5,109,1.24
EAW,1945,6,164,1.47
EAW,1945,7,110,1.38
EAW,1945,8,94,1.36
EAW,1945,9,71,1.29
EAW,1945,10,83,1.38
EAW,1945,11,74,1.36
EAW,1945,12,70,1.33
EAW,1945,13,70,1.26
EAW,1945,14,71,1.26
EAW,1945,15,47,1.17
EAW,1945,16,444,2.27
EAW,1945,17,1803,5.31
EAW,1945,18,3898,9.44
EAW,1945,19,4698,9.24
EAW,1945,20,5543,10.21
EAW,1945,21,5864,9.72
EAW,1945,22,5925,9.28
EAW,1945,23,5582,8.73
EAW,1945,24,4943,7.15
EAW,1945,25,4716,6.86
EAW,1945,26,3894,7.45
EAW,1945,27,3549,7.72
EAW,1945,28,3109,6.33
EAW,1945,29,2614,5.2
EAW,1945,30,2626,4.72
EAW,1945,31,2537,4.42
EAW,1945,32,2260,4.14
EAW,1945,33,1968,3.68
EAW,1945,34,1901,3.5
EAW,1945,35,1578,2.94
EAW,1945,36,1328,2.68
EAW,1945,37,1210,2.49
EAW,1945,38,1024,2.14
EAW,1945,39,909,1.98
EAW,1945,40,850,1.92
EAW,1945,41,783,1.84
EAW,1945,42,724,1.69
EAW,1945,43,648,1.61
EAW,1945,44,588,1.52
EAW,1945,45,577,1.55
EAW,1945,46,468,1.54
EAW,1945,47,478,1.56
EAW,1945,48,317,1.42
EAW,1945,49,547,1.59
EAW,1945,50,536,1.53
EAW,1945,51,609,1.58
EAW,1945,52,684,1.58
EAW,1945,53,803,1.63
EAW,1945,54,942,1.66
EAW,1945,55,881,1.65
EAW,1945,56,1049,1.69
EAW,1945,57,1176,1.72
EAW,1945,58,1241,1.72
EAW,1945,59,1300,1.7
EAW,1945,60,1359,1.73
EAW,1945,61,1392,1.76
EAW,1945,62,1211,1.63
EAW,1945,63,1416,1.66
EAW,1945,64,1386,1.62
EAW,1945,65,1478,1.64
EAW,1945,66,1394,1.65
EAW,1945,67,1277,1.58
EAW,1945,68,1077,1.51
EAW,1945,69,940,1.46
EAW,1945,70,707,1.4
EAW,1945,71,828,1.45
EAW,1945,72,475,1.38
EAW,1945,73,123,1.33
EAW,1945,74,29,1.34
EAW,1945,75,-179,1.33
EAW,1945,76,-398,1.32
EAW,1945,77,-544,1.32
EAW,1945,78,-712,1.34
EAW,1945,79,-985,1.33
EAW,1945,80,-1291,1.29
EAW,1945,81,-1358,1.29
EAW,1945,82,-1367,1.34
EAW,1945,83,-1533,1.28
EAW,1945,84,-1706,1.25
EAW,1945,85,-1663,1.23
EAW,1945,86,-1442,1.28
EAW,1945,87,-1331,1.28
EAW,1945,88,-1167,1.29
EAW,1945,89,-1204,1.19
EAW,1945,90,-954,1.25
EAW,1945,91,-858,1.05
EAW,1945,92,-556,1.31
EAW,1945,93,-514,1.17
EAW,1945,94,-357,1.37
EAW,1945,95,-257,1.35
EAW,1945,96,-202,1.18
EAW,1945,97,-122,1.15
EAW,1945,98,-81,0.98
EAW,1945,99,-58,1.09
EAW,1945,100,-34,0.53
EAW,1946,0,5375,1.31
EAW,1946,1,194,1.12
EAW,1946,2,114,1.14
EAW,1946,3,138,1.28
EAW,1946,4,144,1.41
EAW,1946,5,65,1.22
EAW,1946,6,90,1.33
EAW,1946,7,54,1.2
EAW,1946,8,85,1.44
EAW,1946,9,65,1.37
EAW,1946,10,77,1.42
EAW,1946,11,67,1.4
EAW,1946,12,39,1.17
EAW,1946,13,57,1.33
EAW,1946,14,47,1.23
EAW,1946,15,78,1.38
EAW,1946,16,66,1.33
EAW,1946,17,153,1.52
EAW,1946,18,100,1.28
EAW,1946,19,219,1.49
EAW,1946,20,79,1.15
EAW,1946,21,179,1.34
EAW,1946,22,6,1.01
EAW,1946,23,44,1.08
EAW,1946,24,0,1
EAW,1946,25,-152,0.8
EAW,1946,26,-105,0.87
EAW,1946,27,-58,0.93
EAW,1946,28,-19,1.03
EAW,1946,29,-105,0.88
EAW,1946,30,-81,0.93
EAW,1946,31,-15,1.02
EAW,1946,32,7,1.04
EAW,1946,33,20,1.05
EAW,1946,34,0,1.02
EAW,1946,35,37,1.08
EAW,1946,36,-23,1.01
EAW,1946,37,85,1.15
EAW,1946,38,104,1.16
EAW,1946,39,130,1.18
EAW,1946,40,155,1.21
EAW,1946,41,184,1.22
EAW,1946,42,347,1.35
EAW,1946,43,290,1.29
EAW,1946,44,386,1.38
EAW,1946,45,424,1.4
EAW,1946,46,381,1.38
EAW,1946,47,427,1.5
EAW,1946,48,372,1.45
EAW,1946,49,421,1.49
EAW,1946,50,476,1.5
EAW,1946,51,548,1.55
EAW,1946,52,724,1.63
EAW,1946,53,910,1.72
EAW,1946,54,778,1.59
EAW,1946,55,841,1.61
EAW,1946,56,1092,1.7
EAW,1946,57,1139,1.71
EAW,1946,58,1239,1.7
EAW,1946,59,1431,1.78
EAW,1946,60,1250,1.69
EAW,1946,61,1352,1.72
EAW,1946,62,1177,1.62
EAW,1946,63,1222,1.61
EAW,1946,64,1626,1.72
EAW,1946,65,1198,1.56
EAW,1946,66,1279,1.6
EAW,1946,67,1163,1.56
EAW,1946,68,1043,1.53
EAW,1946,69,898,1.48
EAW,1946,70,678,1.42
EAW,1946,71,655,1.41
EAW,1946,72,575,1.4
EAW,1946,73,47,1.32
EAW,1946,74,-4,1.33
EAW,1946,75,-147,1.33
EAW,1946,76,-310,1.34
EAW,1946,77,-430,1.34
EAW,1946,78,-702,1.33
EAW,1946,79,-1075,1.31
EAW,1946,80,-1143,1.33
EAW,1946,81,-1301,1.31
EAW,1946,82,-1657,1.27
EAW,1946,83,-1812,1.26
EAW,1946,84,-1616,1.3
EAW,1946,85,-1607,1.28
EAW,1946,86,-1760,1.21
EAW,1946,87,-1479,1.25
EAW,1946,88,-1311,1.26
EAW,1946,89,-1249,1.23
EAW,1946,90,-984,1.3
EAW,1946,91,-822,1.25
EAW,1946,92,-711,1.14
EAW,1946,93,-559,1.15
EAW,1946,94,-481,1.06
EAW,1946,95,-350,1.23
EAW,1946,96,-212,1.39
EAW,1946,97,-147,1.22
EAW,1946,98,-102,1.07
EAW,1946,99,-36,1.92
EAW,1946,100,-36,0.91
EAW,1947,0,5601,1.28
EAW,1947,1,277,1.16
EAW,1947,2,173,1.23
EAW,1947,3,162,1.34
EAW,1947,4,103,1.27
EAW,1947,5,107,1.33
EAW,1947,6,88,1.36
EAW,1947,7,92,1.41
EAW,1947,8,96,1.48
EAW,1947,9,70,1.35
EAW,1947,10,67,1.33
EAW,1947,11,79,1.48
EAW,1947,12,38,1.19
EAW,1947,13,43,1.24
EAW,1947,14,40,1.26
EAW,1947,15,66,1.39
EAW,1947,16,101,1.63
EAW,1947,17,38,1.22
EAW,1947,18,13,1.05
EAW,1947,19,20,1.04
EAW,1947,20,-11,0.95
EAW,1947,21,14,1
EAW,1947,22,66,1.1
EAW,1947,23,-49,0.92
EAW,1947,24,-33,0.96
EAW,1947,25,9,1.02
EAW,1947,26,-89,0.89
EAW,1947,27,1,1.03
EAW,1947,28,-66,0.93
EAW,1947,29,34,1.14
EAW,1947,30,10,1.09
EAW,1947,31,25,1.09
EAW,1947,32,36,1.1
EAW,1947,33,27,1.07
EAW,1947,34,83,1.14
EAW,1947,35,44,1.08
EAW,1947,36,56,1.1
EAW,1947,37,108,1.17
EAW,1947,38,127,1.2
EAW,1947,39,194,1.27
EAW,1947,40,214,1.27
EAW,1947,41,136,1.17
EAW,1947,42,246,1.25
EAW,1947,43,361,1.36
EAW,1947,44,376,1.36
EAW,1947,45,567,1.54
EAW,1947,46,564,1.5
EAW,1947,47,532,1.48
EAW,1947,48,467,1.51
EAW,1947,49,503,1.52
EAW,1947,50,498,1.53
EAW,1947,51,616,1.6
EAW,1947,52,794,1.67
EAW,1947,53,802,1.65
EAW,1947,54,898,1.66
EAW,1947,55,994,1.73
EAW,1947,56,1124,1.69
EAW,1947,57,1252,1.73
EAW,1947,58,1242,1.69
EAW,1947,59,1512,1.78
EAW,1947,60,1279,1.69
EAW,1947,61,1407,1.75
EAW,1947,62,1519,1.72
EAW,1947,63,1822,1.81
EAW,1947,64,1795,1.79
EAW,1947,65,1426,1.65
EAW,1947,66,1389,1.64
EAW,1947,67,1137,1.54
EAW,1947,68,1248,1.58
EAW,1947,69,1276,1.58
EAW,1947,70,860,1.48
EAW,1947,71,806,1.47
EAW,1947,72,730,1.43
EAW,1947,73,433,1.38
EAW,1947,74,288,1.38
EAW,1947,75,-63,1.34
EAW,1947,76,-256,1.35
EAW,1947,77,-472,1.35
EAW,1947,78,-677,1.35
EAW,1947,79,-905,1.35
EAW,1947,80,-1081,1.38
EAW,1947,81,-1339,1.33
EAW,1947,82,-1525,1.33
EAW,1947,83,-1672,1.33
EAW,1947,84,-1745,1.33
EAW,1947,85,-1694,1.31
EAW,1947,86,-1716,1.3
EAW,1947,87,-1527,1.33
EAW,1947,88,-1314,1.3
EAW,1947,89,-1257,1.27
EAW,1947,90,-1140,1.24
EAW,1947,91,-848,1.36
EAW,1947,92,-734,1.24
EAW,1947,93,-564,1.2
EAW,1947,94,-444,1.25
EAW,1947,95,-320,1.3
EAW,1947,96,-290,1.08
EAW,1947,97,-175,1.14
EAW,1947,98,-110,1.56
EAW,1947,99,-71,1.06
EAW,1947,100,-36,0.9
EAW,1948,0,4128,1.29
EAW,1948,1,172,1.09
EAW,1948,2,136,1.2
EAW,1948,3,50,1.08
EAW,1948,4,111,1.33
EAW,1948,5,77,1.24
EAW,1948,6,97,1.43
EAW,1948,7,102,1.65
EAW,1948,8,73,1.5
EAW,1948,9,59,1.34
EAW,1948,10,45,1.23
EAW,1948,11,44,1.23
EAW,1948,12,34,1.18
EAW,1948,13,25,1.16
EAW,1948,14,2,1.07
EAW,1948,15,8,1.17
EAW,1948,16,44,1.38
EAW,1948,17,66,1.44
EAW,1948,18,-85,0.85
EAW,1948,19,-108,0.72
EAW,1948,20,-42,0.89
EAW,1948,21,83,1.17
EAW,1948,22,-14,0.95
EAW,1948,23,-13,0.98
EAW,1948,24,5,1.03
EAW,1948,25,-5,1.02
EAW,1948,26,-70,0.9
EAW,1948,27,-47,0.95
EAW,1948,28,-22,0.99
EAW,1948,29,19,1.09
EAW,1948,30,2,1.06
EAW,1948,31,40,1.13
EAW,1948,32,-12,1.02
EAW,1948,33,88,1.18
EAW,1948,34,57,1.11
EAW,1948,35,107,1.18
EAW,1948,36,60,1.11
EAW,1948,37,126,1.22
EAW,1948,38,134,1.21
EAW,1948,39,191,1.28
EAW,1948,40,230,1.31
EAW,1948,41,263,1.35
EAW,1948,42,218,1.24
EAW,1948,43,322,1.36
EAW,1948,44,406,1.42
EAW,1948,45,473,1.45
EAW,1948,46,552,1.51
EAW,1948,47,622,1.54
EAW,1948,48,601,1.54
EAW,1948,49,607,1.61
EAW,1948,50,505,1.54
EAW,1948,51,488,1.51
EAW,1948,52,654,1.59
EAW,1948,53,676,1.58
EAW,1948,54,799,1.64
EAW,1948,55,955,1.72
EAW,1948,56,1124,1.77
EAW,1948,57,1330,1.84
EAW,1948,58,1287,1.74
EAW,1948,59,1286,1.71
EAW,1948,60,1264,1.7
EAW,1948,61,1510,1.83
EAW,1948,62,1486,1.75
EAW,1948,63,1609,1.77
EAW,1948,64,1838,1.83
EAW,1948,65,1521,1.73
EAW,1948,66,1399,1.69
EAW,1948,67,1362,1.63
EAW,1948,68,1186,1.58
EAW,1948,69,1252,1.61
EAW,1948,70,870,1.53
EAW,1948,71,651,1.47
EAW,1948,72,747,1.47
EAW,1948,73,526,1.42
EAW,1948,74,214,1.37
EAW,1948,75,-192,1.32
EAW,1948,76,-351,1.32
EAW,1948,77,-188,1.39
EAW,1948,78,-866,1.31
EAW,1948,79,-795,1.36
EAW,1948,80,-1238,1.32
EAW,1948,81,-1286,1.32
EAW,1948,82,-1374,1.33
EAW,1948,83,-1443,1.34
EAW,1948,84,-1758,1.27
EAW,1948,85,-1684,1.26
EAW,1948,86,-1575,1.25
EAW,1948,87,-1429,1.29
EAW,1948,88,-1415,1.2
EAW,1948,89,-1159,1.23
EAW,1948,90,-1020,1.19
EAW,1948,91,-826,1.26
EAW,1948,92,-756,1.1
EAW,1948,93,-499,1.23
EAW,1948,94,-336,1.38
EAW,1948,95,-339,0.96
EAW,1948,96,-245,1.04
EAW,1948,97,-164,1.07
EAW,1948,98,-134,0.61
EAW,1948,99,-74,0.99
EAW,1948,100,-44,0.65
EAW,1949,0,3826,1.31
EAW,1949,1,183,1.14
EAW,1949,2,69,1.06
EAW,1949,3,142,1.35
EAW,1949,4,117,1.4
EAW,1949,5,90,1.32
EAW,1949,6,67,1.28
EAW,1949,7,87,1.54
EAW,1949,8,59,1.35
EAW,1949,9,78,1.67
EAW,1949,10,26,1.12
EAW,1949,11,54,1.35
EAW,1949,12,46,1.34
EAW,1949,13,30,1.18
EAW,1949,14,64,1.44
EAW,1949,15,55,1.41
EAW,1949,16,96,1.67
EAW,1949,17,35,1.33
EAW,1949,18,-8,1.12
EAW,1949,19,-73,0.87
EAW,1949,20,-14,0.99
EAW,1949,21,55,1.15
EAW,1949,22,123,1.27
EAW,1949,23,4,1.01
EAW,1949,24,48,1.12
EAW,1949,25,-13,1
EAW,1949,26,-6,1.02
EAW,1949,27,29,1.08
EAW,1949,28,43,1.09
EAW,1949,29,3,1.03
EAW,1949,30,9,1.05
EAW,1949,31,46,1.14
EAW,1949,32,10,1.05
EAW,1949,33,14,1.05
EAW,1949,34,-15,1
EAW,1949,35,50,1.09
EAW,1949,36,118,1.2
EAW,1949,37,122,1.19
EAW,1949,38,56,1.1
EAW,1949,39,124,1.17
EAW,1949,40,196,1.25
EAW,1949,41,268,1.34
EAW,1949,42,290,1.33
EAW,1949,43,301,1.32
EAW,1949,44,390,1.38
EAW,1949,45,459,1.43
EAW,1949,46,576,1.52
EAW,1949,47,567,1.48
EAW,1949,48,679,1.54
EAW,1949,49,675,1.54
EAW,1949,50,594,1.53
EAW,1949,51,599,1.57
EAW,1949,52,685,1.58
EAW,1949,53,961,1.76
EAW,1949,54,849,1.63
EAW,1949,55,1046,1.77
EAW,1949,56,1070,1.71
EAW,1949,57,1242,1.77
EAW,1949,58,1261,1.7
EAW,1949,59,1517,1.77
EAW,1949,60,1399,1.74
EAW,1949,61,1609,1.84
EAW,1949,62,1494,1.73
EAW,1949,63,1729,1.77
EAW,1949,64,1977,1.83
EAW,1949,65,1628,1.74
EAW,1949,66,1211,1.62
EAW,1949,67,1565,1.69
EAW,1949,68,1116,1.55
EAW,1949,69,1074,1.54
EAW,1949,70,749,1.48
EAW,1949,71,534,1.46
EAW,1949,72,487,1.44
EAW,1949,73,267,1.39
EAW,1949,74,174,1.37
EAW,1949,75,-80,1.35
EAW,1949,76,-604,1.29
EAW,1949,77,-535,1.33
EAW,1949,78,-1052,1.29
EAW,1949,79,-1235,1.3
EAW,1949,80,-1471,1.31
EAW,1949,81,-1985,1.23
EAW,1949,82,-1361,1.38
EAW,1949,83,-1912,1.28
EAW,1949,84,-1986,1.27
EAW,1949,85,-2034,1.27
EAW,1949,86,-1999,1.24
EAW,1949,87,-1687,1.28
EAW,1949,88,-1623,1.24
EAW,1949,89,-1434,1.25
EAW,1949,90,-1349,1.15
EAW,1949,91,-943,1.29
EAW,1949,92,-840,1.22
EAW,1949,93,-732,1.15
EAW,1949,94,-487,1.21
EAW,1949,95,-335,1.28
EAW,1949,96,-290,1.02
EAW,1949,97,-174,1.18
EAW,1949,98,-146,1.14
EAW,1949,99,-95,0.98
EAW,1949,100,-47,0.91
EAW,1950,0,3299,1.31
EAW,1950,1,67,1.03
EAW,1950,2,131,1.22
EAW,1950,3,74,1.14
EAW,1950,4,55,1.17
EAW,1950,5,119,1.49
EAW,1950,6,90,1.45
EAW,1950,7,64,1.34
EAW,1950,8,88,1.61
EAW,1950,9,20,1.13
EAW,1950,10,40,1.31
EAW,1950,11,72,1.67
EAW,1950,12,14,1.06
EAW,1950,13,46,1.31
EAW,1950,14,64,1.57
EAW,1950,15,44,1.28
EAW,1950,16,72,1.47
EAW,1950,17,54,1.35
EAW,1950,18,75,1.45
EAW,1950,19,32,1.28
EAW,1950,20,68,1.33
EAW,1950,21,34,1.14
EAW,1950,22,89,1.32
EAW,1950,23,105,1.33
EAW,1950,24,120,1.34
EAW,1950,25,66,1.18
EAW,1950,26,109,1.28
EAW,1950,27,110,1.28
EAW,1950,28,48,1.12
EAW,1950,29,85,1.19
EAW,1950,30,103,1.2
EAW,1950,31,-10,1
EAW,1950,32,22,1.09
EAW,1950,33,103,1.28
EAW,1950,34,85,1.2
EAW,1950,35,79,1.16
EAW,1950,36,41,1.09
EAW,1950,37,106,1.2
EAW,1950,38,126,1.21
EAW,1950,39,168,1.25
EAW,1950,40,203,1.28
EAW,1950,41,239,1.3
EAW,1950,42,298,1.35
EAW,1950,43,299,1.35
EAW,1950,44,351,1.38
EAW,1950,45,409,1.38
EAW,1950,46,480,1.44
EAW,1950,47,584,1.47
EAW,1950,48,654,1.51
EAW,1950,49,761,1.55
EAW,1950,50,751,1.57
EAW,1950,51,794,1.69
EAW,1950,52,710,1.6
EAW,1950,53,938,1.74
EAW,1950,54,879,1.67
EAW,1950,55,972,1.74
EAW,1950,56,1062,1.74
EAW,1950,57,1185,1.75
EAW,1950,58,1428,1.83
EAW,1950,59,1432,1.77
EAW,1950,60,1405,1.77
EAW,1950,61,1395,1.74
EAW,1950,62,1664,1.82
EAW,1950,63,1698,1.8
EAW,1950,64,1960,1.86
EAW,1950,65,1763,1.79
EAW,1950,66,1485,1.73
EAW,1950,67,1251,1.63
EAW,1950,68,1266,1.62
EAW,1950,69,1119,1.57
EAW,1950,70,735,1.51
EAW,1950,71,736,1.52
EAW,1950,72,793,1.53
EAW,1950,73,377,1.45
EAW,1950,74,189,1.42
EAW,1950,75,-264,1.36
EAW,1950,76,-640,1.31
EAW,1950,77,-334,1.38
EAW,1950,78,-1054,1.29
EAW,1950,79,-1030,1.33
EAW,1950,80,-1301,1.33
EAW,1950,81,-1600,1.3
EAW,1950,82,-1760,1.32
EAW,1950,83,-2223,1.25
EAW,1950,84,-1804,1.34
EAW,1950,85,-1977,1.28
EAW,1950,86,-2103,1.25
EAW,1950,87,-1858,1.26
EAW,1950,88,-1625,1.26
EAW,1950,89,-1484,1.26
EAW,1950,90,-1246,1.29
EAW,1950,91,-1020,1.25
EAW,1950,92,-849,1.27
EAW,1950,93,-673,1.25
EAW,1950,94,-501,1.39
EAW,1950,95,-349,1.46
EAW,1950,96,-267,1.22
EAW,1950,97,-190,1.13
EAW,1950,98,-104,1.34
EAW,1950,99,-74,1.17
EAW,1950,100,-49,0.97
EAW,1951,0,3323,1.32
EAW,1951,1,144,1.13
EAW,1951,2,85,1.13
EAW,1951,3,68,1.14
EAW,1951,4,84,1.22
EAW,1951,5,108,1.51
EAW,1951,6,76,1.42
EAW,1951,7,85,1.57
EAW,1951,8,47,1.32
EAW,1951,9,57,1.52
EAW,1951,10,52,1.46
EAW,1951,11,55,1.56
EAW,1951,12,59,1.56
EAW,1951,13,52,1.39
EAW,1951,14,78,1.67
EAW,1951,15,65,1.45
EAW,1951,16,60,1.34
EAW,1951,17,63,1.41
EAW,1951,18,50,1.3
EAW,1951,19,63,1.41
EAW,1951,20,156,1.96
EAW,1951,21,74,1.35
EAW,1951,22,158,1.66
EAW,1951,23,93,1.38
EAW,1951,24,118,1.42
EAW,1951,25,139,1.45
EAW,1951,26,122,1.35
EAW,1951,27,88,1.26
EAW,1951,28,52,1.15
EAW,1951,29,91,1.23
EAW,1951,30,136,1.33
EAW,1951,31,98,1.23
EAW,1951,32,33,1.11
EAW,1951,33,23,1.1
EAW,1951,34,78,1.21
EAW,1951,35,122,1.28
EAW,1951,36,76,1.16
EAW,1951,37,74,1.15
EAW,1951,38,131,1.23
EAW,1951,39,117,1.2
EAW,1951,40,171,1.24
EAW,1951,41,245,1.33
EAW,1951,42,365,1.43
EAW,1951,43,267,1.31
EAW,1951,44,307,1.34
EAW,1951,45,502,1.48
EAW,1951,46,429,1.38
EAW,1951,47,530,1.45
EAW,1951,48,528,1.4
EAW,1951,49,985,1.7
EAW,1951,50,962,1.66
EAW,1951,51,975,1.67
EAW,1951,52,1023,1.75
EAW,1951,53,1118,1.82
EAW,1951,54,1102,1.81
EAW,1951,55,1008,1.75
EAW,1951,56,1101,1.74
EAW,1951,57,1415,1.88
EAW,1951,58,1551,1.87
EAW,1951,59,1637,1.89
EAW,1951,60,1704,1.9
EAW,1951,61,1838,1.94
EAW,1951,62,1974,1.91
EAW,1951,63,1917,1.88
EAW,1951,64,1942,1.84
EAW,1951,65,1939,1.82
EAW,1951,66,1630,1.75
EAW,1951,67,1687,1.74
EAW,1951,68,1751,1.75
EAW,1951,69,1016,1.57
EAW,1951,70,1096,1.6
EAW,1951,71,887,1.58
EAW,1951,72,644,1.53
EAW,1951,73,233,1.47
EAW,1951,74,116,1.45
EAW,1951,75,-278,1.4
EAW,1951,76,-196,1.43
EAW,1951,77,-594,1.38
EAW,1951,78,-812,1.37
EAW,1951,79,-1143,1.33
EAW,1951,80,-1568,1.32
EAW,1951,81,-1820,1.29
EAW,1951,82,-1946,1.31
EAW,1951,83,-2340,1.27
EAW,1951,84,-2390,1.28
EAW,1951,85,-2228,1.27
EAW,1951,86,-2098,1.31
EAW,1951,87,-1923,1.33
EAW,1951,88,-1913,1.25
EAW,1951,89,-1658,1.25
EAW,1951,90,-1397,1.26
EAW,1951,91,-1235,1.19
EAW,1951,92,-962,1.19
EAW,1951,93,-697,1.37
EAW,1951,94,-635,1.21
EAW,1951,95,-472,1.09
EAW,1951,96,-341,1.14
EAW,1951,97,-208,1.14
EAW,1951,98,-128,1.21
EAW,1951,99,-89,1.47
EAW,1951,100,-61,1.14
EAW,1952,0,2771,1.29
EAW,1952,1,197,1.27
EAW,1952,2,108,1.24
EAW,1952,3,98,1.31
EAW,1952,4,101,1.41
EAW,1952,5,62,1.22
EAW,1952,6,56,1.3
EAW,1952,7,63,1.4
EAW,1952,8,64,1.59
EAW,1952,9,68,1.68
EAW,1952,10,45,1.47
EAW,1952,11,56,1.73
EAW,1952,12,51,1.48
EAW,1952,13,20,1.16
EAW,1952,14,72,1.6
EAW,1952,15,86,1.68
EAW,1952,16,78,1.58
EAW,1952,17,100,1.63
EAW,1952,18,117,1.76
EAW,1952,19,108,1.67
EAW,1952,20,165,2.11
EAW,1952,21,158,1.97
EAW,1952,22,135,1.67
EAW,1952,23,127,1.59
EAW,1952,24,146,1.63
EAW,1952,25,91,1.36
EAW,1952,26,86,1.29
EAW,1952,27,127,1.47
EAW,1952,28,40,1.13
EAW,1952,29,101,1.32
EAW,1952,30,101,1.3
EAW,1952,31,97,1.23
EAW,1952,32,94,1.24
EAW,1952,33,163,1.56
EAW,1952,34,94,1.32
EAW,1952,35,124,1.35
EAW,1952,36,130,1.34
EAW,1952,37,152,1.32
EAW,1952,38,169,1.32
EAW,1952,39,195,1.36
EAW,1952,40,167,1.28
EAW,1952,41,176,1.25
EAW,1952,42,255,1.34
EAW,1952,43,254,1.31
EAW,1952,44,302,1.35
EAW,1952,45,389,1.42
EAW,1952,46,495,1.47
EAW,1952,47,552,1.49
EAW,1952,48,656,1.53
EAW,1952,49,696,1.54
EAW,1952,50,873,1.64
EAW,1952,51,1070,1.74
EAW,1952,52,1030,1.68
EAW,1952,53,1037,1.78
EAW,1952,54,1048,1.79
EAW,1952,55,1086,1.85
EAW,1952,56,1237,1.85
EAW,1952,57,1252,1.85
EAW,1952,58,1589,1.96
EAW,1952,59,1627,1.95
EAW,1952,60,1403,1.83
EAW,1952,61,1561,1.9
EAW,1952,62,1612,1.86
EAW,1952,63,1707,1.86
EAW,1952,64,1859,1.9
EAW,1952,65,2095,1.96
EAW,1952,66,1661,1.82
EAW,1952,67,1659,1.8
EAW,1952,68,1354,1.71
EAW,1952,69,1268,1.68
EAW,1952,70,1014,1.63
EAW,1952,71,897,1.62
EAW,1952,72,945,1.64
EAW,1952,73,417,1.53
EAW,1952,74,38,1.48
EAW,1952,75,-141,1.45
EAW,1952,76,-36,1.48
EAW,1952,77,-300,1.46
EAW,1952,78,-606,1.42
EAW,1952,79,-982,1.37
EAW,1952,80,-1147,1.37
EAW,1952,81,-1338,1.35
