Region,Year,Age,count_diff,rate_ratio
FRA,1922,30,-169,0.515
FRA,1922,31,-77,0.56
FRA,1922,32,12,0.6
FRA,1922,33,-55,0.565
FRA,1922,34,49,0.61
FRA,1922,35,39,0.605
FRA,1922,36,71,0.615
FRA,1922,37,128,0.635
FRA,1922,38,129,0.625
FRA,1922,39,257,0.675
FRA,1922,40,248,0.665
FRA,1922,41,168,0.63
FRA,1922,42,319,0.665
FRA,1922,43,263,0.655
FRA,1922,44,334,0.675
FRA,1922,45,479,0.705
FRA,1922,46,359,0.65
FRA,1922,47,426,0.655
FRA,1922,48,425,0.645
FRA,1922,49,450,0.645
FRA,1922,50,345,0.62
FRA,1922,51,360,0.625
FRA,1922,52,475,0.635
FRA,1922,53,515,0.645
FRA,1922,54,377,0.62
FRA,1922,55,521,0.665
FRA,1922,56,620,0.67
FRA,1922,57,667,0.675
FRA,1922,58,653,0.665
FRA,1922,59,738,0.69
FRA,1922,60,412,0.63
FRA,1922,61,617,0.675
FRA,1922,62,717,0.675
FRA,1922,63,581,0.665
FRA,1922,64,433,0.645
FRA,1922,65,445,0.65
FRA,1922,66,436,0.66
FRA,1922,67,323,0.645
FRA,1922,68,391,0.66
FRA,1922,69,327,0.66
FRA,1922,70,-117,0.615
FRA,1922,71,-118,0.635
FRA,1922,72,-258,0.635
FRA,1922,73,-503,0.615
FRA,1922,74,-317,0.655
FRA,1922,75,-685,0.62
FRA,1922,76,-867,0.605
FRA,1922,77,-870,0.615
FRA,1922,78,-826,0.63
FRA,1922,79,-850,0.625
FRA,1922,80,-877,0.63
FRA,1922,81,-1131,0.59
FRA,1922,82,-1180,0.61
FRA,1922,83,-1061,0.61
FRA,1922,84,-1201,0.58
FRA,1922,85,-1017,0.575
FRA,1922,86,-939,0.575
FRA,1922,87,-812,0.59
FRA,1922,88,-725,0.57
FRA,1922,89,-603,0.57
FRA,1922,90,-501,0.55
FRA,1922,91,-366,0.6
FRA,1922,92,-281,0.65
FRA,1922,93,-232,0.6
FRA,1922,94,-204,0.54
FRA,1922,95,-137,0.565
FRA,1922,96,-109,0.59
FRA,1922,97,-84,0.51
FRA,1922,98,-59,0.46
FRA,1922,99,-29,0.515
FRA,1922,100,-13,0.65
FRA,1923,0,8066,0.66
FRA,1923,1,807,0.545
FRA,1923,2,294,0.54
FRA,1923,3,196,0.54
FRA,1923,4,75,0.525
FRA,1923,5,96,0.55
FRA,1923,6,31,0.51
FRA,1923,7,107,0.575
FRA,1923,8,44,0.535
FRA,1923,9,44,0.535
FRA,1923,10,42,0.54
FRA,1923,11,43,0.54
FRA,1923,12,53,0.55
FRA,1923,13,-45,0.465
FRA,1923,14,-55,0.465
FRA,1923,15,34,0.525
FRA,1923,16,-92,0.45
FRA,1923,17,36,0.525
FRA,1923,18,62,0.545
FRA,1923,19,38,0.535
FRA,1923,20,86,0.57
FRA,1923,21,47,0.56
FRA,1923,22,-18,0.54
FRA,1923,23,92,0.62
FRA,1923,24,42,0.61
FRA,1923,25,-36,0.58
FRA,1923,26,-50,0.58
FRA,1923,27,-84,0.565
FRA,1923,28,-120,0.54
FRA,1923,29,-31,0.585
FRA,1923,30,-82,0.555
FRA,1923,31,-63,0.565
FRA,1923,32,5,0.6
FRA,1923,33,51,0.62
FRA,1923,34,-3,0.585
FRA,1923,35,90,0.635
FRA,1923,36,20,0.6
FRA,1923,37,94,0.63
FRA,1923,38,226,0.675
FRA,1923,39,160,0.645
FRA,1923,40,152,0.635
FRA,1923,41,222,0.66
FRA,1923,42,358,0.695
FRA,1923,43,401,0.715
FRA,1923,44,205,0.635
FRA,1923,45,447,0.71
FRA,1923,46,447,0.7
FRA,1923,47,328,0.64
FRA,1923,48,349,0.63
FRA,1923,49,483,0.665
FRA,1923,50,593,0.695
FRA,1923,51,337,0.635
FRA,1923,52,488,0.655
FRA,1923,53,475,0.64
FRA,1923,54,439,0.63
FRA,1923,55,608,0.695
FRA,1923,56,506,0.655
FRA,1923,57,631,0.68
FRA,1923,58,684,0.68
FRA,1923,59,612,0.665
FRA,1923,60,672,0.685
FRA,1923,61,523,0.665
FRA,1923,62,640,0.675
FRA,1923,63,539,0.655
FRA,1923,64,533,0.665
FRA,1923,65,588,0.68
FRA,1923,66,520,0.68
FRA,1923,67,307,0.645
FRA,1923,68,367,0.66
FRA,1923,69,295,0.66
FRA,1923,70,15,0.625
FRA,1923,71,-194,0.61
FRA,1923,72,-240,0.63
FRA,1923,73,-309,0.635
FRA,1923,74,-334,0.645
FRA,1923,75,-507,0.63
FRA,1923,76,-518,0.645
FRA,1923,77,-689,0.63
FRA,1923,78,-887,0.615
FRA,1923,79,-866,0.62
FRA,1923,80,-919,0.62
FRA,1923,81,-864,0.62
FRA,1923,82,-1072,0.605
FRA,1923,83,-1109,0.6
FRA,1923,84,-1146,0.565
FRA,1923,85,-845,0.625
FRA,1923,86,-771,0.63
FRA,1923,87,-693,0.62
FRA,1923,88,-681,0.59
FRA,1923,89,-627,0.57
FRA,1923,90,-462,0.59
FRA,1923,91,-262,0.65
FRA,1923,92,-316,0.565
FRA,1923,93,-262,0.545
FRA,1923,94,-161,0.625
FRA,1923,95,-109,0.635
FRA,1923,96,-85,0.615
FRA,1923,97,-78,0.5
FRA,1923,98,-54,0.4
FRA,1923,99,-23,0.57
FRA,1923,100,-20,0.495
FRA,1924,0,8391,0.66
FRA,1924,1,1287,0.575
FRA,1924,2,200,0.52
FRA,1924,3,107,0.515
FRA,1924,4,211,0.56
FRA,1924,5,121,0.555
FRA,1924,6,73,0.545
FRA,1924,7,44,0.525
FRA,1924,8,44,0.53
FRA,1924,9,57,0.55
FRA,1924,10,51,0.55
FRA,1924,11,7,0.505
FRA,1924,12,-24,0.48
FRA,1924,13,18,0.515
FRA,1924,14,-55,0.465
FRA,1924,15,-10,0.5
FRA,1924,16,-32,0.49
FRA,1924,17,-59,0.475
FRA,1924,18,82,0.555
FRA,1924,19,171,0.605
FRA,1924,20,137,0.59
FRA,1924,21,85,0.565
FRA,1924,22,-6,0.53
FRA,1924,23,52,0.57
FRA,1924,24,-10,0.56
FRA,1924,25,-98,0.53
FRA,1924,26,-109,0.54
FRA,1924,27,-92,0.56
FRA,1924,28,-128,0.54
FRA,1924,29,-86,0.555
FRA,1924,30,-134,0.535
FRA,1924,31,-163,0.515
FRA,1924,32,22,0.61
FRA,1924,33,-24,0.58
FRA,1924,34,-5,0.585
FRA,1924,35,103,0.635
FRA,1924,36,38,0.605
FRA,1924,37,66,0.615
FRA,1924,38,183,0.665
FRA,1924,39,218,0.665
FRA,1924,40,206,0.655
FRA,1924,41,124,0.625
FRA,1924,42,308,0.68
FRA,1924,43,288,0.67
FRA,1924,44,269,0.65
FRA,1924,45,463,0.72
FRA,1924,46,341,0.67
FRA,1924,47,441,0.68
FRA,1924,48,411,0.655
FRA,1924,49,448,0.65
FRA,1924,50,400,0.63
FRA,1924,51,386,0.635
FRA,1924,52,575,0.675
FRA,1924,53,549,0.665
FRA,1924,54,685,0.68
FRA,1924,55,515,0.655
FRA,1924,56,543,0.65
FRA,1924,57,679,0.69
FRA,1924,58,651,0.67
FRA,1924,59,728,0.685
FRA,1924,60,646,0.665
FRA,1924,61,601,0.67
FRA,1924,62,514,0.65
FRA,1924,63,584,0.66
FRA,1924,64,609,0.665
FRA,1924,65,503,0.655
FRA,1924,66,250,0.635
FRA,1924,67,653,0.7
FRA,1924,68,483,0.67
FRA,1924,69,371,0.665
FRA,1924,70,66,0.635
FRA,1924,71,-16,0.63
FRA,1924,72,-214,0.62
FRA,1924,73,-390,0.625
FRA,1924,74,-420,0.635
FRA,1924,75,-756,0.605
FRA,1924,76,-825,0.605
FRA,1924,77,-850,0.61
FRA,1924,78,-989,0.61
FRA,1924,79,-1036,0.61
FRA,1924,80,-1129,0.61
FRA,1924,81,-887,0.635
FRA,1924,82,-954,0.63
FRA,1924,83,-1070,0.615
FRA,1924,84,-1228,0.59
FRA,1924,85,-1015,0.6
FRA,1924,86,-910,0.6
FRA,1924,87,-832,0.59
FRA,1924,88,-580,0.66
FRA,1924,89,-652,0.575
FRA,1924,90,-594,0.52
FRA,1924,91,-407,0.57
FRA,1924,92,-319,0.555
FRA,1924,93,-259,0.565
FRA,1924,94,-244,0.48
FRA,1924,95,-138,0.58
FRA,1924,96,-112,0.53
FRA,1924,97,-76,0.555
FRA,1924,98,-42,0.72
FRA,1924,99,-32,0.45
FRA,1924,100,-12,0.66
FRA,1925,0,7680,0.645
FRA,1925,1,921,0.555
FRA,1925,2,207,0.525
FRA,1925,3,90,0.51
FRA,1925,4,182,0.55
FRA,1925,5,70,0.51
FRA,1925,6,114,0.57
FRA,1925,7,26,0.515
FRA,1925,8,66,0.55
FRA,1925,9,15,0.505
FRA,1925,10,9,0.505
FRA,1925,11,67,0.57
FRA,1925,12,-3,0.5
FRA,1925,13,37,0.535
FRA,1925,14,-36,0.475
FRA,1925,15,-22,0.49
FRA,1925,16,18,0.52
FRA,1925,17,-24,0.5
FRA,1925,18,65,0.545
FRA,1925,19,117,0.575
FRA,1925,20,117,0.575
FRA,1925,21,66,0.555
FRA,1925,22,13,0.53
FRA,1925,23,-45,0.51
FRA,1925,24,-42,0.525
FRA,1925,25,-112,0.505
FRA,1925,26,-122,0.52
FRA,1925,27,-100,0.545
FRA,1925,28,-143,0.53
FRA,1925,29,-7,0.605
FRA,1925,30,-135,0.53
FRA,1925,31,19,0.61
FRA,1925,32,-125,0.535
FRA,1925,33,-11,0.59
FRA,1925,34,33,0.61
FRA,1925,35,-41,0.565
FRA,1925,36,19,0.595
FRA,1925,37,89,0.63
FRA,1925,38,133,0.645
FRA,1925,39,84,0.62
FRA,1925,40,302,0.705
FRA,1925,41,332,0.72
FRA,1925,42,316,0.69
FRA,1925,43,297,0.68
FRA,1925,44,409,0.71
FRA,1925,45,390,0.685
FRA,1925,46,376,0.685
FRA,1925,47,536,0.73
FRA,1925,48,296,0.635
FRA,1925,49,451,0.66
FRA,1925,50,512,0.665
FRA,1925,51,428,0.645
FRA,1925,52,652,0.685
FRA,1925,53,567,0.67
FRA,1925,54,553,0.655
FRA,1925,55,563,0.66
FRA,1925,56,506,0.64
FRA,1925,57,486,0.64
FRA,1925,58,816,0.71
FRA,1925,59,717,0.69
FRA,1925,60,715,0.68
FRA,1925,61,818,0.715
FRA,1925,62,839,0.7
FRA,1925,63,777,0.7
FRA,1925,64,622,0.67
FRA,1925,65,602,0.665
FRA,1925,66,535,0.68
FRA,1925,67,488,0.68
FRA,1925,68,375,0.66
FRA,1925,69,575,0.695
FRA,1925,70,321,0.67
FRA,1925,71,51,0.645
FRA,1925,72,-112,0.63
FRA,1925,73,-61,0.655
FRA,1925,74,-482,0.625
FRA,1925,75,-563,0.63
FRA,1925,76,-774,0.615
FRA,1925,77,-831,0.61
FRA,1925,78,-858,0.625
FRA,1925,79,-831,0.64
FRA,1925,80,-1157,0.615
FRA,1925,81,-1050,0.62
FRA,1925,82,-1125,0.605
FRA,1925,83,-984,0.635
FRA,1925,84,-1082,0.625
FRA,1925,85,-1043,0.62
FRA,1925,86,-1060,0.575
FRA,1925,87,-888,0.595
FRA,1925,88,-778,0.58
FRA,1925,89,-653,0.58
FRA,1925,90,-574,0.55
FRA,1925,91,-383,0.59
FRA,1925,92,-333,0.615
FRA,1925,93,-259,0.605
FRA,1925,94,-211,0.535
FRA,1925,95,-178,0.5
FRA,1925,96,-108,0.485
FRA,1925,97,-85,0.505
FRA,1925,98,-48,0.615
FRA,1925,99,-46,0.28
FRA,1925,100,-20,0.56
FRA,1926,0,7315,0.655
FRA,1926,1,684,0.545
FRA,1926,2,396,0.575
FRA,1926,3,79,0.515
FRA,1926,4,190,0.565
FRA,1926,5,205,0.575
FRA,1926,6,106,0.54
FRA,1926,7,82,0.56
FRA,1926,8,21,0.515
FRA,1926,9,63,0.56
FRA,1926,10,84,0.595
FRA,1926,11,38,0.54
FRA,1926,12,12,0.515
FRA,1926,13,11,0.515
FRA,1926,14,-29,0.48
FRA,1926,15,13,0.515
FRA,1926,16,-13,0.5
FRA,1926,17,60,0.545
FRA,1926,18,46,0.54
FRA,1926,19,74,0.555
FRA,1926,20,76,0.555
FRA,1926,21,76,0.56
FRA,1926,22,58,0.555
FRA,1926,23,-37,0.505
FRA,1926,24,-64,0.5
FRA,1926,25,-50,0.515
FRA,1926,26,-42,0.535
FRA,1926,27,-18,0.57
FRA,1926,28,-185,0.495
FRA,1926,29,-69,0.565
FRA,1926,30,-122,0.535
FRA,1926,31,-101,0.54
FRA,1926,32,-87,0.55
FRA,1926,33,-31,0.58
FRA,1926,34,-38,0.575
FRA,1926,35,1,0.59
FRA,1926,36,-47,0.565
FRA,1926,37,87,0.625
FRA,1926,38,99,0.63
FRA,1926,39,108,0.635
FRA,1926,40,205,0.675
FRA,1926,41,243,0.68
FRA,1926,42,275,0.68
FRA,1926,43,264,0.68
FRA,1926,44,350,0.7
FRA,1926,45,329,0.675
FRA,1926,46,380,0.69
FRA,1926,47,322,0.665
FRA,1926,48,281,0.645
FRA,1926,49,419,0.67
FRA,1926,50,530,0.685
FRA,1926,51,496,0.67
FRA,1926,52,389,0.625
FRA,1926,53,640,0.685
FRA,1926,54,651,0.69
FRA,1926,55,616,0.68
FRA,1926,56,712,0.685
FRA,1926,57,448,0.63
FRA,1926,58,720,0.69
FRA,1926,59,709,0.69
FRA,1926,60,764,0.7
FRA,1926,61,722,0.7
FRA,1926,62,575,0.655
FRA,1926,63,553,0.655
FRA,1926,64,643,0.675
FRA,1926,65,701,0.685
FRA,1926,66,755,0.71
FRA,1926,67,610,0.695
FRA,1926,68,506,0.685
FRA,1926,69,569,0.7
FRA,1926,70,366,0.675
FRA,1926,71,51,0.645
FRA,1926,72,-237,0.615
FRA,1926,73,-295,0.62
FRA,1926,74,-407,0.62
FRA,1926,75,-450,0.64
FRA,1926,76,-364,0.67
FRA,1926,77,-703,0.63
FRA,1926,78,-768,0.63
FRA,1926,79,-747,0.645
FRA,1926,80,-1025,0.62
FRA,1926,81,-1026,0.625
FRA,1926,82,-1105,0.625
FRA,1926,83,-1153,0.6
FRA,1926,84,-1028,0.62
FRA,1926,85,-1139,0.585
FRA,1926,86,-979,0.615
FRA,1926,87,-799,0.615
FRA,1926,88,-762,0.585
FRA,1926,89,-585,0.63
FRA,1926,90,-513,0.595
FRA,1926,91,-369,0.62
FRA,1926,92,-279,0.685
FRA,1926,93,-250,0.635
FRA,1926,94,-156,0.695
FRA,1926,95,-148,0.515
FRA,1926,96,-88,0.65
FRA,1926,97,-61,0.64
FRA,1926,98,-53,0.6
FRA,1926,99,-28,0.7
FRA,1926,100,-13,1.05
FRA,1927,0,7002,0.66
FRA,1927,1,1020,0.575
FRA,1927,2,295,0.545
FRA,1927,3,200,0.55
FRA,1927,4,159,0.555
FRA,1927,5,156,0.56
FRA,1927,6,18,0.495
FRA,1927,7,119,0.56
FRA,1927,8,102,0.6
FRA,1927,9,49,0.55
FRA,1927,10,72,0.58
FRA,1927,11,13,0.51
FRA,1927,12,8,0.505
FRA,1927,13,10,0.515
FRA,1927,14,-11,0.495
FRA,1927,15,11,0.51
FRA,1927,16,15,0.515
FRA,1927,17,60,0.545
FRA,1927,18,112,0.575
FRA,1927,19,3,0.52
FRA,1927,20,147,0.6
FRA,1927,21,154,0.6
FRA,1927,22,93,0.57
FRA,1927,23,-18,0.515
FRA,1927,24,53,0.555
FRA,1927,25,17,0.54
FRA,1927,26,-14,0.535
FRA,1927,27,-14,0.55
FRA,1927,28,-117,0.515
FRA,1927,29,-97,0.54
FRA,1927,30,-128,0.535
FRA,1927,31,-122,0.535
FRA,1927,32,-104,0.545
FRA,1927,33,-91,0.55
FRA,1927,34,-62,0.565
FRA,1927,35,105,0.645
FRA,1927,36,39,0.61
FRA,1927,37,122,0.64
FRA,1927,38,165,0.655
FRA,1927,39,177,0.66
FRA,1927,40,320,0.72
FRA,1927,41,265,0.695
FRA,1927,42,239,0.66
FRA,1927,43,346,0.7
FRA,1927,44,300,0.68
FRA,1927,45,458,0.72
FRA,1927,46,378,0.675
FRA,1927,47,503,0.71
FRA,1927,48,417,0.68
FRA,1927,49,444,0.68
FRA,1927,50,444,0.665
FRA,1927,51,364,0.635
FRA,1927,52,599,0.67
FRA,1927,53,623,0.67
FRA,1927,54,652,0.67
FRA,1927,55,685,0.695
FRA,1927,56,682,0.675
FRA,1927,57,816,0.7
FRA,1927,58,682,0.665
FRA,1927,59,853,0.705
FRA,1927,60,769,0.69
FRA,1927,61,680,0.685
FRA,1927,62,762,0.685
FRA,1927,63,533,0.645
FRA,1927,64,609,0.655
FRA,1927,65,703,0.675
FRA,1927,66,558,0.675
FRA,1927,67,382,0.65
FRA,1927,68,432,0.67
FRA,1927,69,375,0.67
FRA,1927,70,382,0.675
FRA,1927,71,171,0.66
FRA,1927,72,85,0.66
FRA,1927,73,-69,0.65
FRA,1927,74,-320,0.63
FRA,1927,75,-651,0.61
FRA,1927,76,-725,0.63
FRA,1927,77,-919,0.615
FRA,1927,78,-1057,0.605
FRA,1927,79,-887,0.635
FRA,1927,80,-1107,0.62
FRA,1927,81,-1142,0.615
FRA,1927,82,-1323,0.615
FRA,1927,83,-1159,0.635
FRA,1927,84,-1183,0.62
FRA,1927,85,-983,0.63
FRA,1927,86,-1083,0.62
FRA,1927,87,-1039,0.595
FRA,1927,88,-868,0.58
FRA,1927,89,-674,0.605
FRA,1927,90,-607,0.55
FRA,1927,91,-451,0.58
FRA,1927,92,-400,0.525
FRA,1927,93,-287,0.595
FRA,1927,94,-207,0.665
FRA,1927,95,-172,0.47
FRA,1927,96,-102,0.675
FRA,1927,97,-72,0.67
FRA,1927,98,-52,0.515
FRA,1927,99,-35,0.53
FRA,1927,100,-20,0.695
FRA,1928,0,6752,0.665
FRA,1928,1,690,0.56
FRA,1928,2,248,0.545
FRA,1928,3,159,0.55
FRA,1928,4,133,0.55
FRA,1928,5,149,0.56
FRA,1928,6,68,0.525
FRA,1928,7,88,0.545
FRA,1928,8,43,0.515
FRA,1928,9,70,0.565
FRA,1928,10,101,0.625
FRA,1928,11,77,0.585
FRA,1928,12,60,0.56
FRA,1928,13,14,0.51
FRA,1928,14,2,0.505
FRA,1928,15,23,0.525
FRA,1928,16,11,0.51
FRA,1928,17,139,0.595
FRA,1928,18,126,0.585
FRA,1928,19,100,0.57
FRA,1928,20,64,0.555
FRA,1928,21,50,0.55
FRA,1928,22,-9,0.52
FRA,1928,23,68,0.56
FRA,1928,24,32,0.54
FRA,1928,25,-68,0.495
FRA,1928,26,-32,0.515
FRA,1928,27,-9,0.535
FRA,1928,28,-127,0.49
FRA,1928,29,-14,0.565
FRA,1928,30,31,0.61
FRA,1928,31,13,0.61
FRA,1928,32,-103,0.545
FRA,1928,33,7,0.6
FRA,1928,34,-44,0.575
FRA,1928,35,-16,0.585
FRA,1928,36,38,0.61
FRA,1928,37,137,0.66
FRA,1928,38,50,0.605
FRA,1928,39,168,0.655
FRA,1928,40,124,0.64
FRA,1928,41,147,0.65
FRA,1928,42,286,0.69
FRA,1928,43,189,0.645
FRA,1928,44,287,0.685
FRA,1928,45,353,0.7
FRA,1928,46,357,0.69
FRA,1928,47,478,0.715
FRA,1928,48,466,0.695
FRA,1928,49,376,0.665
FRA,1928,50,408,0.67
FRA,1928,51,600,0.725
FRA,1928,52,491,0.66
FRA,1928,53,576,0.665
FRA,1928,54,575,0.655
FRA,1928,55,560,0.665
FRA,1928,56,701,0.685
FRA,1928,57,794,0.705
FRA,1928,58,653,0.66
FRA,1928,59,688,0.67
FRA,1928,60,779,0.695
FRA,1928,61,799,0.71
FRA,1928,62,653,0.675
FRA,1928,63,927,0.72
FRA,1928,64,742,0.68
FRA,1928,65,858,0.69
FRA,1928,66,800,0.715
FRA,1928,67,494,0.67
FRA,1928,68,520,0.68
FRA,1928,69,413,0.675
FRA,1928,70,277,0.67
FRA,1928,71,245,0.675
FRA,1928,72,93,0.66
FRA,1928,73,-251,0.63
FRA,1928,74,-281,0.64
FRA,1928,75,-331,0.64
FRA,1928,76,-305,0.66
FRA,1928,77,-688,0.635
FRA,1928,78,-796,0.635
FRA,1928,79,-672,0.66
FRA,1928,80,-1087,0.61
FRA,1928,81,-925,0.64
FRA,1928,82,-952,0.66
FRA,1928,83,-1128,0.62
FRA,1928,84,-1315,0.595
FRA,1928,85,-1038,0.615
FRA,1928,86,-923,0.63
FRA,1928,87,-869,0.63
FRA,1928,88,-840,0.595
FRA,1928,89,-624,0.63
FRA,1928,90,-519,0.615
FRA,1928,91,-420,0.585
FRA,1928,92,-391,0.575
FRA,1928,93,-254,0.61
FRA,1928,94,-203,0.635
FRA,1928,95,-168,0.575
FRA,1928,96,-89,0.75
FRA,1928,97,-71,0.61
FRA,1928,98,-69,0.44
FRA,1928,99,-36,0.485
FRA,1928,100,-24,0.575
FRA,1929,0,6894,0.65
FRA,1929,1,800,0.55
FRA,1929,2,84,0.505
FRA,1929,3,184,0.545
FRA,1929,4,149,0.55
FRA,1929,5,135,0.545
FRA,1929,6,72,0.53
FRA,1929,7,149,0.585
FRA,1929,8,131,0.58
FRA,1929,9,128,0.59
FRA,1929,10,72,0.575
FRA,1929,11,32,0.53
FRA,1929,12,-67,0.425
FRA,1929,13,3,0.495
FRA,1929,14,102,0.585
FRA,1929,15,-30,0.485
FRA,1929,16,21,0.52
FRA,1929,17,94,0.56
FRA,1929,18,59,0.54
FRA,1929,19,104,0.57
FRA,1929,20,187,0.61
FRA,1929,21,115,0.58
FRA,1929,22,81,0.57
FRA,1929,23,24,0.54
FRA,1929,24,37,0.545
FRA,1929,25,-16,0.52
FRA,1929,26,85,0.57
FRA,1929,27,59,0.56
FRA,1929,28,-12,0.53
FRA,1929,29,-111,0.5
FRA,1929,30,-86,0.53
FRA,1929,31,-48,0.565
FRA,1929,32,-40,0.58
FRA,1929,33,12,0.605
FRA,1929,34,3,0.6
FRA,1929,35,17,0.605
FRA,1929,36,108,0.645
FRA,1929,37,61,0.62
FRA,1929,38,8,0.59
FRA,1929,39,210,0.67
FRA,1929,40,197,0.66
FRA,1929,41,198,0.665
FRA,1929,42,493,0.765
FRA,1929,43,443,0.745
FRA,1929,44,560,0.775
FRA,1929,45,494,0.74
FRA,1929,46,437,0.71
FRA,1929,47,605,0.75
FRA,1929,48,572,0.71
FRA,1929,49,509,0.685
FRA,1929,50,729,0.74
FRA,1929,51,558,0.705
FRA,1929,52,724,0.71
FRA,1929,53,759,0.7
FRA,1929,54,716,0.67
FRA,1929,55,773,0.695
FRA,1929,56,811,0.68
FRA,1929,57,780,0.685
FRA,1929,58,819,0.68
FRA,1929,59,974,0.7
FRA,1929,60,980,0.7
FRA,1929,61,725,0.675
FRA,1929,62,714,0.665
FRA,1929,63,657,0.66
FRA,1929,64,515,0.645
FRA,1929,65,780,0.67
FRA,1929,66,653,0.665
FRA,1929,67,498,0.655
FRA,1929,68,367,0.65
FRA,1929,69,411,0.67
FRA,1929,70,123,0.645
FRA,1929,71,5,0.645
FRA,1929,72,-165,0.635
FRA,1929,73,-184,0.645
FRA,1929,74,-545,0.62
FRA,1929,75,-715,0.615
FRA,1929,76,-919,0.6
FRA,1929,77,-903,0.615
FRA,1929,78,-994,0.635
FRA,1929,79,-1135,0.625
FRA,1929,80,-1434,0.595
FRA,1929,81,-1132,0.63
FRA,1929,82,-1444,0.605
FRA,1929,83,-1416,0.61
FRA,1929,84,-1550,0.585
FRA,1929,85,-1346,0.605
FRA,1929,86,-1166,0.62
FRA,1929,87,-1179,0.565
FRA,1929,88,-1011,0.585
FRA,1929,89,-962,0.54
FRA,1929,90,-613,0.625
FRA,1929,91,-582,0.525
FRA,1929,92,-404,0.61
FRA,1929,93,-356,0.515
FRA,1929,94,-286,0.48
FRA,1929,95,-207,0.52
FRA,1929,96,-162,0.515
FRA,1929,97,-110,0.45
FRA,1929,98,-64,0.6
FRA,1929,99,-43,0.505
FRA,1929,100,-19,0.655
FRA,1930,0,6266,0.67
FRA,1930,1,572,0.565
FRA,1930,2,264,0.565
FRA,1930,3,146,0.55
FRA,1930,4,132,0.55
FRA,1930,5,145,0.56
FRA,1930,6,81,0.54
FRA,1930,7,68,0.54
FRA,1930,8,81,0.555
FRA,1930,9,96,0.565
FRA,1930,10,94,0.575
FRA,1930,11,12,0.505
FRA,1930,12,25,0.525
FRA,1930,13,-44,0.445
FRA,1930,14,57,0.55
FRA,1930,15,42,0.53
FRA,1930,16,7,0.51
FRA,1930,17,104,0.57
FRA,1930,18,80,0.555
FRA,1930,19,135,0.59
FRA,1930,20,181,0.62
FRA,1930,21,183,0.625
FRA,1930,22,142,0.605
FRA,1930,23,124,0.6
FRA,1930,24,1,0.53
FRA,1930,25,-10,0.525
FRA,1930,26,30,0.545
FRA,1930,27,39,0.55
FRA,1930,28,45,0.55
FRA,1930,29,53,0.56
FRA,1930,30,-21,0.535
FRA,1930,31,-83,0.525
FRA,1930,32,4,0.59
FRA,1930,33,-109,0.535
FRA,1930,34,-67,0.56
FRA,1930,35,56,0.625
FRA,1930,36,50,0.62
FRA,1930,37,44,0.615
FRA,1930,38,181,0.68
FRA,1930,39,88,0.625
FRA,1930,40,114,0.63
FRA,1930,41,189,0.67
FRA,1930,42,263,0.685
FRA,1930,43,166,0.655
FRA,1930,44,243,0.68
FRA,1930,45,498,0.765
FRA,1930,46,461,0.745
FRA,1930,47,340,0.685
FRA,1930,48,411,0.695
FRA,1930,49,487,0.695
FRA,1930,50,540,0.705
FRA,1930,51,446,0.69
FRA,1930,52,550,0.7
FRA,1930,53,701,0.725
FRA,1930,54,617,0.68
FRA,1930,55,786,0.715
FRA,1930,56,794,0.7
FRA,1930,57,616,0.665
FRA,1930,58,712,0.675
FRA,1930,59,916,0.71
FRA,1930,60,908,0.71
FRA,1930,61,738,0.685
FRA,1930,62,851,0.7
FRA,1930,63,737,0.685
FRA,1930,64,909,0.72
FRA,1930,65,773,0.695
FRA,1930,66,880,0.72
FRA,1930,67,686,0.685
FRA,1930,68,591,0.685
FRA,1930,69,592,0.7
FRA,1930,70,418,0.69
FRA,1930,71,235,0.675
FRA,1930,72,268,0.69
FRA,1930,73,106,0.68
FRA,1930,74,-93,0.665
FRA,1930,75,-392,0.64
FRA,1930,76,-547,0.635
FRA,1930,77,-470,0.655
FRA,1930,78,-785,0.63
FRA,1930,79,-960,0.625
FRA,1930,80,-1047,0.63
FRA,1930,81,-891,0.645
FRA,1930,82,-906,0.655
FRA,1930,83,-1143,0.615
FRA,1930,84,-1184,0.605
FRA,1930,85,-1112,0.61
FRA,1930,86,-1043,0.605
FRA,1930,87,-891,0.615
FRA,1930,88,-741,0.59
FRA,1930,89,-635,0.615
FRA,1930,90,-640,0.55
FRA,1930,91,-436,0.59
FRA,1930,92,-383,0.545
FRA,1930,93,-314,0.51
FRA,1930,94,-174,0.655
FRA,1930,95,-149,0.595
FRA,1930,96,-115,0.55
FRA,1930,97,-74,0.63
FRA,1930,98,-60,0.655
FRA,1930,99,-33,0.665
FRA,1930,100,-9,1.035
FRA,1931,0,6725,0.67
FRA,1931,1,865,0.59
FRA,1931,2,224,0.55
FRA,1931,3,177,0.56
FRA,1931,4,106,0.545
FRA,1931,5,182,0.59
FRA,1931,6,137,0.585
FRA,1931,7,112,0.58
FRA,1931,8,93,0.58
FRA,1931,9,43,0.53
FRA,1931,10,64,0.55
FRA,1931,11,48,0.53
FRA,1931,12,-52,0.425
FRA,1931,13,-34,0.45
FRA,1931,14,8,0.5
FRA,1931,15,-9,0.49
FRA,1931,16,17,0.51
FRA,1931,17,54,0.54
FRA,1931,18,156,0.6
FRA,1931,19,94,0.56
FRA,1931,20,142,0.595
FRA,1931,21,114,0.58
FRA,1931,22,89,0.57
FRA,1931,23,72,0.57
