Year,Age,count_diff,rate_ratio
1906,0,14245,1.23
1906,1,986,1.06
1906,2,440,1.08
1906,3,-23,0.99
1906,4,27,1.01
1906,5,3,1
1906,6,-55,0.97
1906,7,-97,0.93
1906,8,-122,0.89
1906,9,-129,0.86
1906,10,-122,0.85
1906,11,-105,0.86
1906,12,-80,0.9
1906,13,-47,0.95
1906,14,-7,1.01
1906,15,38,1.07
1906,16,73,1.12
1906,17,96,1.16
1906,18,107,1.19
1906,19,105,1.19
1906,20,92,1.18
1906,21,80,1.16
1906,22,71,1.13
1906,23,64,1.12
1906,24,60,1.12
1906,25,59,1.14
1906,26,60,1.16
1906,27,62,1.15
1906,28,67,1.16
1906,29,73,1.16
1906,30,81,1.16
1906,31,91,1.16
1906,32,104,1.18
1906,33,118,1.19
1906,34,134,1.19
1906,35,151,1.19
1906,36,169,1.19
1906,37,187,1.2
1906,38,206,1.23
1906,39,224,1.24
1906,40,243,1.22
1906,41,262,1.23
1906,42,281,1.25
1906,43,300,1.26
1906,44,320,1.27
1906,45,339,1.26
1906,46,358,1.26
1906,47,375,1.27
1906,48,392,1.3
1906,49,408,1.3
1906,50,422,1.3
1906,51,436,1.29
1906,52,448,1.3
1906,53,460,1.32
1906,54,471,1.32
1906,55,479,1.32
1906,56,482,1.31
1906,57,478,1.3
1906,58,468,1.31
1906,59,450,1.33
1906,60,426,1.33
1906,61,395,1.31
1906,62,358,1.29
1906,63,313,1.27
1906,64,262,1.26
1906,65,205,1.26
1906,66,146,1.27
1906,67,84,1.27
1906,68,21,1.28
1906,69,-43,1.26
1906,70,-110,1.25
1906,71,-178,1.24
1906,72,-248,1.23
1906,73,-319,1.21
1906,74,-393,1.2
1906,75,-465,1.19
1906,76,-527,1.16
1906,77,-576,1.15
1906,78,-611,1.15
1906,79,-634,1.15
1906,80,-643,1.16
1906,81,-640,1.16
1906,82,-623,1.17
1906,83,-593,1.19
1906,84,-551,1.2
1906,85,-526,1.16
1906,86,-486,1.18
1906,87,-436,1.17
1906,88,-377,1.15
1906,89,-314,1.16
1906,90,-263,1.16
1906,91,-212,1.16
1906,92,-163,1.17
1906,93,-128,1.18
1906,94,-100,1.2
1906,95,-73,1.2
1906,96,-52,1.17
1906,97,-37,1.12
1906,98,-25,1.07
1906,99,-16,1.09
1906,100,-11,1.16
1907,0,13874,1.27
1907,1,992,1.06
1907,2,264,1.04
1907,3,158,1.04
1907,4,-257,0.91
1907,5,-232,0.89
1907,6,-85,0.95
1907,7,11,1.01
1907,8,58,1.07
1907,9,53,1.08
1907,10,10,1.02
1907,11,-27,0.96
1907,12,-47,0.94
1907,13,-50,0.94
1907,14,-35,0.97
1907,15,-7,1.01
1907,16,20,1.05
1907,17,40,1.09
1907,18,55,1.13
1907,19,63,1.15
1907,20,67,1.16
1907,21,70,1.16
1907,22,73,1.16
1907,23,76,1.15
1907,24,80,1.14
1907,25,83,1.14
1907,26,87,1.17
1907,27,91,1.19
1907,28,97,1.18
1907,29,103,1.18
1907,30,110,1.18
1907,31,118,1.18
1907,32,126,1.18
1907,33,135,1.19
1907,34,145,1.2
1907,35,156,1.2
1907,36,168,1.2
1907,37,182,1.19
1907,38,197,1.2
1907,39,213,1.23
1907,40,231,1.24
1907,41,250,1.22
1907,42,271,1.23
1907,43,293,1.25
1907,44,316,1.27
1907,45,341,1.27
1907,46,364,1.27
1907,47,385,1.27
1907,48,405,1.28
1907,49,422,1.31
1907,50,438,1.32
1907,51,452,1.31
1907,52,464,1.3
1907,53,475,1.31
1907,54,483,1.32
1907,55,489,1.33
1907,56,487,1.32
1907,57,477,1.3
1907,58,459,1.28
1907,59,433,1.29
1907,60,398,1.3
1907,61,355,1.3
1907,62,303,1.28
1907,63,243,1.25
1907,64,175,1.23
1907,65,100,1.21
1907,66,26,1.21
1907,67,-48,1.21
1907,68,-120,1.22
1907,69,-191,1.23
1907,70,-260,1.21
1907,71,-328,1.2
1907,72,-394,1.2
1907,73,-459,1.18
1907,74,-522,1.16
1907,75,-583,1.16
1907,76,-633,1.15
1907,77,-670,1.13
1907,78,-696,1.12
1907,79,-709,1.13
1907,80,-710,1.16
1907,81,-700,1.15
1907,82,-676,1.15
1907,83,-641,1.17
1907,84,-594,1.2
1907,85,-568,1.14
1907,86,-517,1.14
1907,87,-467,1.16
1907,88,-411,1.16
1907,89,-349,1.14
1907,90,-286,1.14
1907,91,-235,1.15
1907,92,-186,1.15
1907,93,-141,1.16
1907,94,-109,1.18
1907,95,-84,1.21
1907,96,-60,1.2
1907,97,-42,1.15
1907,98,-30,1.07
1907,99,-20,0.98
1907,100,-13,1.01
1908,0,13934,1.25
1908,1,1223,1.08
1908,2,311,1.05
1908,3,77,1.02
1908,4,4,1
1908,5,-22,0.99
1908,6,-23,0.99
1908,7,-26,0.98
1908,8,-30,0.97
1908,9,-36,0.96
1908,10,-42,0.95
1908,11,-42,0.94
1908,12,-36,0.95
1908,13,-23,0.97
1908,14,-2,1.01
1908,15,23,1.05
1908,16,45,1.08
1908,17,60,1.1
1908,18,71,1.13
1908,19,75,1.16
1908,20,75,1.18
1908,21,74,1.18
1908,22,73,1.18
1908,23,73,1.17
1908,24,72,1.15
1908,25,72,1.15
1908,26,74,1.14
1908,27,79,1.16
1908,28,85,1.18
1908,29,94,1.17
1908,30,104,1.18
1908,31,117,1.18
1908,32,133,1.19
1908,33,150,1.2
1908,34,170,1.21
1908,35,191,1.23
1908,36,211,1.23
1908,37,230,1.24
1908,38,247,1.24
1908,39,262,1.25
1908,40,276,1.27
1908,41,288,1.28
1908,42,299,1.25
1908,43,308,1.25
1908,44,316,1.27
1908,45,322,1.27
1908,46,330,1.27
1908,47,340,1.25
1908,48,352,1.25
1908,49,365,1.26
1908,50,381,1.28
1908,51,398,1.29
1908,52,417,1.29
1908,53,439,1.28
1908,54,462,1.3
1908,55,485,1.32
1908,56,500,1.33
1908,57,506,1.33
1908,58,502,1.32
1908,59,489,1.3
1908,60,466,1.31
1908,61,434,1.32
1908,62,391,1.32
1908,63,340,1.3
1908,64,278,1.27
1908,65,209,1.25
1908,66,138,1.23
1908,67,67,1.23
1908,68,-4,1.24
1908,69,-75,1.26
1908,70,-147,1.26
1908,71,-218,1.24
1908,72,-289,1.23
1908,73,-360,1.22
1908,74,-432,1.2
1908,75,-501,1.18
1908,76,-560,1.18
1908,77,-606,1.17
1908,78,-639,1.15
1908,79,-660,1.14
1908,80,-668,1.18
1908,81,-663,1.18
1908,82,-646,1.18
1908,83,-616,1.18
1908,84,-573,1.21
1908,85,-574,1.15
1908,86,-517,1.14
1908,87,-464,1.14
1908,88,-413,1.17
1908,89,-358,1.16
1908,90,-298,1.13
1908,91,-240,1.13
1908,92,-194,1.14
1908,93,-151,1.13
1908,94,-112,1.14
1908,95,-84,1.17
1908,96,-63,1.22
1908,97,-45,1.21
1908,98,-30,1.13
1908,99,-21,0.98
1908,100,-14,0.84
1909,0,12622,1.26
1909,1,956,1.07
1909,2,569,1.1
1909,3,-90,0.97
1909,4,-1,1
1909,5,16,1.01
1909,6,-29,0.98
1909,7,-61,0.95
1909,8,-81,0.91
1909,9,-88,0.89
1909,10,-83,0.89
1909,11,-71,0.9
1909,12,-54,0.93
1909,13,-31,0.96
1909,14,-2,1
1909,15,31,1.05
1909,16,57,1.09
1909,17,74,1.11
1909,18,84,1.13
1909,19,84,1.16
1909,20,78,1.17
1909,21,72,1.18
1909,22,66,1.18
1909,23,62,1.18
1909,24,58,1.16
1909,25,56,1.15
1909,26,56,1.14
1909,27,58,1.14
1909,28,62,1.15
1909,29,69,1.16
1909,30,78,1.15
1909,31,89,1.16
1909,32,103,1.17
1909,33,118,1.17
1909,34,136,1.18
1909,35,156,1.2
1909,36,176,1.21
1909,37,196,1.21
1909,38,216,1.22
1909,39,236,1.22
1909,40,255,1.23
1909,41,275,1.26
1909,42,294,1.27
1909,43,313,1.25
1909,44,333,1.26
1909,45,351,1.28
1909,46,368,1.29
1909,47,384,1.29
1909,48,397,1.28
1909,49,409,1.27
1909,50,418,1.28
1909,51,426,1.3
1909,52,432,1.31
1909,53,436,1.29
1909,54,438,1.28
1909,55,438,1.28
1909,56,432,1.3
1909,57,420,1.29
1909,58,402,1.28
1909,59,378,1.26
1909,60,347,1.24
1909,61,311,1.24
1909,62,269,1.26
1909,63,220,1.26
1909,64,165,1.24
1909,65,105,1.22
1909,66,43,1.2
1909,67,-20,1.19
1909,68,-86,1.2
1909,69,-152,1.22
1909,70,-220,1.23
1909,71,-290,1.24
1909,72,-361,1.23
1909,73,-433,1.21
1909,74,-507,1.2
1909,75,-580,1.18
1909,76,-641,1.16
1909,77,-689,1.16
1909,78,-722,1.15
1909,79,-742,1.14
1909,80,-748,1.17
1909,81,-740,1.17
1909,82,-718,1.18
1909,83,-682,1.18
1909,84,-632,1.19
1909,85,-611,1.15
1909,86,-548,1.16
1909,87,-481,1.15
1909,88,-422,1.16
1909,89,-366,1.2
1909,90,-309,1.21
1909,91,-251,1.17
1909,92,-197,1.2
1909,93,-155,1.22
1909,94,-118,1.22
1909,95,-85,1.25
1909,96,-63,1.34
1909,97,-46,1.47
1909,98,-32,1.49
1909,99,-21,1.32
1909,100,-14,1.04
1910,0,11731,1.25
1910,1,1112,1.08
1910,2,255,1.05
1910,3,71,1.02
1910,4,73,1.03
1910,5,44,1.03
1910,6,-59,0.96
1910,7,-57,0.95
1910,8,-45,0.95
1910,9,1,1
1910,10,8,1.01
1910,11,-13,0.98
1910,12,-9,0.99
1910,13,-89,0.88
1910,14,-81,0.9
1910,15,-51,0.94
1910,16,-22,0.99
1910,17,50,1.08
1910,18,31,1.06
1910,19,137,1.21
1910,20,112,1.21
1910,21,52,1.16
1910,22,139,1.28
1910,23,43,1.17
1910,24,70,1.2
1910,25,-3,1.12
1910,26,39,1.15
1910,27,-5,1.1
1910,28,55,1.15
1910,29,-10,1.09
1910,30,122,1.2
1910,31,-4,1.09
1910,32,47,1.13
1910,33,109,1.17
1910,34,104,1.15
1910,35,231,1.25
1910,36,154,1.19
1910,37,253,1.26
1910,38,88,1.13
1910,39,171,1.19
1910,40,254,1.22
1910,41,102,1.14
1910,42,250,1.25
1910,43,221,1.23
1910,44,272,1.24
1910,45,540,1.4
1910,46,345,1.29
1910,47,350,1.3
1910,48,297,1.24
1910,49,461,1.32
1910,50,484,1.32
1910,51,424,1.33
1910,52,468,1.33
1910,53,333,1.27
1910,54,496,1.33
1910,55,594,1.38
1910,56,470,1.3
1910,57,495,1.35
1910,58,447,1.31
1910,59,462,1.31
1910,60,505,1.31
1910,61,555,1.36
1910,62,490,1.33
1910,63,421,1.33
1910,64,251,1.28
1910,65,443,1.35
1910,66,347,1.33
1910,67,229,1.28
1910,68,98,1.24
1910,69,80,1.26
1910,70,-96,1.25
1910,71,-346,1.2
1910,72,-444,1.21
1910,73,-321,1.26
1910,74,-471,1.22
1910,75,-548,1.2
1910,76,-574,1.19
1910,77,-518,1.2
1910,78,-447,1.25
1910,79,-660,1.18
1910,80,-790,1.15
1910,81,-530,1.22
1910,82,-626,1.2
1910,83,-628,1.18
1910,84,-640,1.16
1910,85,-587,1.16
1910,86,-512,1.18
1910,87,-517,1.11
1910,88,-373,1.17
1910,89,-308,1.23
1910,90,-365,1.1
1910,91,-247,1.19
1910,92,-148,1.28
1910,93,-166,1.05
1910,94,-122,0.98
1910,95,-95,0.95
1910,96,-39,1.5
1910,97,-48,1.1
1910,98,-42,0.56
1910,99,-24,1.06
1910,100,-12,1.36
1911,0,13148,1.23
1911,1,1257,1.07
1911,2,89,1.01
1911,3,79,1.02
1911,4,71,1.03
1911,5,142,1.07
1911,6,-3,1
1911,7,93,1.09
1911,8,-44,0.96
1911,9,-34,0.96
1911,10,29,1.04
1911,11,55,1.08
1911,12,-27,0.96
1911,13,-68,0.91
1911,14,-51,0.94
1911,15,-48,0.95
1911,16,27,1.04
1911,17,96,1.12
1911,18,147,1.19
1911,19,222,1.27
1911,20,187,1.27
1911,21,-26,1.07
1911,22,190,1.33
1911,23,83,1.21
1911,24,-14,1.12
1911,25,74,1.2
1911,26,70,1.18
1911,27,57,1.16
1911,28,84,1.18
1911,29,141,1.22
1911,30,46,1.14
1911,31,166,1.24
1911,32,217,1.26
1911,33,149,1.2
1911,34,177,1.21
1911,35,307,1.3
1911,36,313,1.29
1911,37,21,1.09
1911,38,125,1.15
1911,39,227,1.22
1911,40,343,1.29
1911,41,303,1.28
1911,42,188,1.17
1911,43,344,1.31
1911,44,208,1.22
1911,45,352,1.27
1911,46,340,1.27
1911,47,379,1.3
1911,48,284,1.24
1911,49,363,1.27
1911,50,520,1.33
1911,51,282,1.22
1911,52,549,1.35
1911,53,432,1.31
1911,54,552,1.36
1911,55,480,1.33
1911,56,384,1.25
1911,57,367,1.26
1911,58,388,1.28
1911,59,520,1.35
1911,60,689,1.4
1911,61,394,1.28
1911,62,323,1.24
1911,63,454,1.31
1911,64,304,1.29
1911,65,481,1.37
1911,66,324,1.32
1911,67,287,1.31
1911,68,238,1.29
1911,69,332,1.33
1911,70,-206,1.2
1911,71,-318,1.2
1911,72,-403,1.23
1911,73,-616,1.18
1911,74,-427,1.25
1911,75,-502,1.23
1911,76,-653,1.19
1911,77,-510,1.23
1911,78,-722,1.16
1911,79,-529,1.23
1911,80,-793,1.16
1911,81,-696,1.18
1911,82,-759,1.16
1911,83,-707,1.15
1911,84,-655,1.18
1911,85,-520,1.23
1911,86,-453,1.26
1911,87,-481,1.19
1911,88,-405,1.22
1911,89,-299,1.27
1911,90,-266,1.23
1911,91,-294,1.09
1911,92,-236,1.15
1911,93,-114,1.39
1911,94,-116,1.12
1911,95,-76,1.11
1911,96,-62,1.2
1911,97,-55,0.87
1911,98,-38,0.91
1911,99,-26,0.81
1911,100,-8,1.93
1912,0,11229,1.28
1912,1,920,1.07
1912,2,-26,0.98
1912,3,102,1.03
1912,4,19,1
1912,5,-58,0.97
1912,6,66,1.05
1912,7,-55,0.95
1912,8,39,1.05
1912,9,40,1.06
1912,10,17,1.03
1912,11,15,1.03
1912,12,-56,0.92
1912,13,-124,0.84
1912,14,-118,0.85
1912,15,-78,0.92
1912,16,-16,0.99
1912,17,85,1.11
1912,18,43,1.07
1912,19,107,1.15
1912,20,106,1.16
1912,21,82,1.16
1912,22,39,1.14
1912,23,4,1.12
1912,24,-49,1.08
1912,25,65,1.19
1912,26,72,1.19
1912,27,34,1.14
1912,28,159,1.25
1912,29,-17,1.08
1912,30,91,1.17
1912,31,101,1.19
1912,32,153,1.21
1912,33,97,1.17
1912,34,194,1.24
1912,35,243,1.26
1912,36,259,1.26
1912,37,143,1.17
1912,38,181,1.19
1912,39,148,1.16
1912,40,398,1.34
1912,41,358,1.33
1912,42,301,1.24
1912,43,240,1.23
1912,44,258,1.25
1912,45,423,1.34
1912,46,401,1.31
1912,47,454,1.34
1912,48,317,1.25
1912,49,392,1.28
1912,50,606,1.4
1912,51,465,1.33
1912,52,415,1.25
1912,53,392,1.27
1912,54,510,1.34
1912,55,487,1.34
1912,56,511,1.32
1912,57,404,1.27
1912,58,534,1.33
1912,59,508,1.34
1912,60,502,1.34
1912,61,572,1.38
1912,62,513,1.32
1912,63,477,1.31
1912,64,436,1.31
1912,65,386,1.31
1912,66,221,1.28
1912,67,83,1.24
1912,68,139,1.26
1912,69,254,1.31
1912,70,-115,1.21
1912,71,-118,1.25
1912,72,-428,1.21
1912,73,-553,1.22
1912,74,-500,1.25
1912,75,-606,1.23
1912,76,-584,1.22
1912,77,-804,1.14
1912,78,-681,1.18
1912,79,-647,1.18
1912,80,-788,1.17
1912,81,-647,1.2
1912,82,-770,1.18
1912,83,-693,1.18
1912,84,-597,1.26
1912,85,-680,1.14
1912,86,-618,1.15
1912,87,-535,1.17
1912,88,-474,1.13
1912,89,-454,1.05
1912,90,-283,1.22
1912,91,-236,1.24
1912,92,-272,1.09
1912,93,-177,1.23
1912,94,-123,1.13
1912,95,-100,1.08
1912,96,-75,1.14
1912,97,-50,1.09
1912,98,-31,1.14
1912,99,-16,1.4
1912,100,-8,2.07
1913,0,12320,1.27
1913,1,1514,1.11
1913,2,388,1.07
1913,3,104,1.03
1913,4,43,1.01
1913,5,8,1
1913,6,-27,0.98
1913,7,37,1.03
1913,8,73,1.09
1913,9,1,1.01
1913,10,29,1.05
1913,11,58,1.1
1913,12,-73,0.9
1913,13,-46,0.95
1913,14,-124,0.86
1913,15,-22,0.98
1913,16,15,1.03
1913,17,-16,1
1913,18,193,1.25
1913,19,75,1.12
1913,20,92,1.15
1913,21,127,1.2
1913,22,-54,1.03
1913,23,55,1.17
1913,24,-21,1.1
1913,25,96,1.22
1913,26,81,1.2
1913,27,22,1.13
1913,28,11,1.11
1913,29,151,1.24
1913,30,136,1.22
1913,31,70,1.16
1913,32,112,1.19
1913,33,219,1.28
1913,34,178,1.23
1913,35,231,1.26
1913,36,171,1.2
1913,37,329,1.31
1913,38,281,1.25
1913,39,172,1.18
1913,40,309,1.27
1913,41,184,1.2
1913,42,347,1.28
1913,43,223,1.21
1913,44,277,1.24
1913,45,465,1.36
1913,46,305,1.26
1913,47,195,1.18
1913,48,474,1.31
1913,49,535,1.34
1913,50,585,1.38
1913,51,476,1.35
1913,52,425,1.26
1913,53,585,1.34
1913,54,374,1.25
1913,55,439,1.31
1913,56,525,1.33
1913,57,528,1.34
1913,58,435,1.27
1913,59,678,1.39
1913,60,667,1.4
1913,61,613,1.41
1913,62,677,1.39
1913,63,393,1.28
1913,64,527,1.33
1913,65,557,1.35
1913,66,398,1.33
1913,67,311,1.32
1913,68,95,1.25
1913,69,225,1.3
1913,70,4,1.25
1913,71,-286,1.18
1913,72,-268,1.24
1913,73,-368,1.26
1913,74,-496,1.26
1913,75,-332,1.33
1913,76,-603,1.24
1913,77,-648,1.2
1913,78,-637,1.19
1913,79,-529,1.22
1913,80,-736,1.21
1913,81,-615,1.22
1913,82,-633,1.25
1913,83,-669,1.22
1913,84,-658,1.22
1913,85,-579,1.22
1913,86,-487,1.28
1913,87,-525,1.19
1913,88,-434,1.19
1913,89,-451,1.09
1913,90,-369,1.06
1913,91,-227,1.24
1913,92,-270,1.06
1913,93,-191,1.13
1913,94,-180,0.97
1913,95,-76,1.31
1913,96,-53,1.3
1913,97,-32,1.5
1913,98,-32,1.23
1913,99,-31,1.11
1913,100,-11,1.23
1914,0,11847,1.27
1914,1,1139,1.08
1914,2,270,1.04
1914,3,27,1
1914,4,-24,0.98
1914,5,-33,0.98
1914,6,71,1.04
1914,7,-37,0.96
1914,8,43,1.05
1914,9,49,1.06
1914,10,-27,0.97
1914,11,-47,0.95
1914,12,-45,0.95
1914,13,-25,0.98
1914,14,-103,0.89
1914,15,79,1.11
1914,16,438,1.48
1914,17,2002,3.1
1914,18,2833,4.16
1914,19,3096,4.29
1914,20,2854,4.12
1914,21,2732,3.83
1914,22,2469,3.57
1914,23,2247,3.43
1914,24,1966,3.11
1914,25,1753,2.92
1914,26,1719,2.91
1914,27,1462,2.46
1914,28,1209,2.18
1914,29,1078,2.02
1914,30,1019,1.96
1914,31,822,1.81
1914,32,789,1.74
1914,33,714,1.68
1914,34,651,1.6
1914,35,592,1.54
1914,36,597,1.52
1914,37,565,1.47
1914,38,548,1.41
1914,39,405,1.31
1914,40,526,1.4
1914,41,490,1.4
1914,42,382,1.28
1914,43,304,1.27
1914,44,369,1.29
1914,45,405,1.31
1914,46,331,1.28
1914,47,426,1.31
1914,48,424,1.28
1914,49,500,1.3
1914,50,744,1.43
1914,51,425,1.31
1914,52,332,1.23
1914,53,520,1.31
1914,54,581,1.31
1914,55,646,1.39
1914,56,573,1.35
1914,57,599,1.37
1914,58,491,1.3
1914,59,659,1.36
1914,60,569,1.33
1914,61,571,1.38
1914,62,440,1.31
1914,63,613,1.37
1914,64,334,1.26
1914,65,321,1.25
1914,66,453,1.33
1914,67,320,1.31
1914,68,237,1.3
1914,69,289,1.34
1914,70,-51,1.25
1914,71,-156,1.23
1914,72,-296,1.22
1914,73,-580,1.18
1914,74,-385,1.28
1914,75,-900,1.15
1914,76,-731,1.2
1914,77,-620,1.22
1914,78,-764,1.15
1914,79,-668,1.16
1914,80,-736,1.23
1914,81,-641,1.24
1914,82,-712,1.23
1914,83,-799,1.16
1914,84,-801,1.16
1914,85,-678,1.17
1914,86,-578,1.24
1914,87,-488,1.28
1914,88,-548,1.12
1914,89,-406,1.18
1914,90,-314,1.23
1914,91,-238,1.25
1914,92,-257,1.1
1914,93,-226,1.04
1914,94,-165,1.1
1914,95,-129,1.07
1914,96,-77,1.19
1914,97,-51,1.11
1914,98,-36,1.19
1914,99,-34,0.52
1914,100,-19,0.83
1915,0,12646,1.3
1915,1,1609,1.1
1915,2,622,1.1
1915,3,174,1.04
1915,4,200,1.07
1915,5,-72,0.96
1915,6,58,1.03
1915,7,-9,0.99
1915,8,80,1.07
1915,9,41,1.05
1915,10,43,1.05
1915,11,35,1.05
1915,12,2,1.01
1915,13,-63,0.94
1915,14,-19,0.99
1915,15,-16,0.99
1915,16,584,1.59
1915,17,3074,3.9
1915,18,5639,6.63
1915,19,6746,7.39
1915,20,6902,7.88
1915,21,6693,7.66
1915,22,6267,6.81
1915,23,5839,6.58
1915,24,5284,6.19
1915,25,4633,5.5
1915,26,4247,5.12
1915,27,3899,4.7
1915,28,3592,4.47
1915,29,2977,3.59
1915,30,2646,3.19
1915,31,2253,3.09
1915,32,1983,2.68
1915,33,1692,2.47
1915,34,1517,2.25
1915,35,1366,2.1
1915,36,1206,1.97
1915,37,1166,1.91
1915,38,1018,1.68
1915,39,952,1.63
1915,40,882,1.55
1915,41,805,1.6
1915,42,742,1.47
1915,43,655,1.47
1915,44,493,1.37
1915,45,682,1.46
1915,46,397,1.3
1915,47,439,1.32
1915,48,504,1.33
1915,49,588,1.34
1915,50,652,1.37
1915,51,475,1.32
1915,52,552,1.32
1915,53,579,1.34
1915,54,558,1.31
1915,55,652,1.35
1915,56,643,1.35
1915,57,637,1.37
1915,58,715,1.38
1915,59,837,1.43
1915,60,692,1.35
1915,61,679,1.39
1915,62,839,1.43
1915,63,721,1.4
1915,64,454,1.29
1915,65,658,1.35
1915,66,470,1.31
1915,67,319,1.28
1915,68,98,1.25
1915,69,166,1.31
1915,70,-34,1.28
1915,71,-125,1.27
1915,72,-382,1.22
1915,73,-527,1.19
1915,74,-670,1.19
1915,75,-631,1.24
1915,76,-780,1.22
1915,77,-948,1.16
1915,78,-1058,1.13
1915,79,-886,1.14
1915,80,-922,1.21
1915,81,-762,1.24
1915,82,-972,1.19
1915,83,-962,1.15
1915,84,-811,1.22
1915,85,-784,1.21
1915,86,-694,1.23
1915,87,-768,1.11
1915,88,-592,1.17
1915,89,-435,1.26
1915,90,-370,1.25
1915,91,-314,1.13
1915,92,-286,1.11
1915,93,-207,1.16
1915,94,-149,1.2
1915,95,-129,1.21
1915,96,-92,1.31
1915,97,-70,0.98
1915,98,-36,1.46
1915,99,-40,0.84
1915,100,-12,1.25
1916,0,10386,1.3
1916,1,820,1.07
1916,2,325,1.07
1916,3,197,1.07
1916,4,4,1
1916,5,40,1.02
1916,6,92,1.06
1916,7,56,1.04
1916,8,27,1.02
1916,9,110,1.13
1916,10,36,1.05
1916,11,59,1.08
1916,12,1,1.01
1916,13,-97,0.9
1916,14,-54,0.95
1916,15,14,1.02
1916,16,990,1.94
1916,17,4590,5.57
1916,18,8694,9.74
1916,19,10858,11.46
1916,20,11483,13.64
1916,21,11324,11.51
1916,22,10842,11.77
1916,23,10292,11.02
1916,24,9389,9.83
1916,25,8608,9.8
1916,26,7807,8.74
1916,27,7081,7.87
1916,28,6362,7.05
1916,29,5602,6.06
1916,30,5028,5.7
1916,31,4128,4.91
1916,32,3663,4.09
1916,33,3055,3.65
1916,34,2751,3.39
1916,35,2345,2.82
1916,36,2082,2.66
1916,37,1978,2.65
1916,38,1712,2.23
1916,39,1486,2.02
1916,40,1350,1.91
1916,41,1216,1.87
1916,42,973,1.64
1916,43,775,1.55
1916,44,665,1.5
1916,45,693,1.51
1916,46,635,1.46
1916,47,584,1.41
1916,48,614,1.4
1916,49,505,1.32
1916,50,620,1.38
1916,51,594,1.4
1916,52,602,1.36
1916,53,688,1.41
1916,54,611,1.36
1916,55,772,1.45
1916,56,710,1.38
1916,57,613,1.37
1916,58,653,1.38
1916,59,657,1.38
1916,60,723,1.39
1916,61,643,1.39
1916,62,719,1.39
1916,63,669,1.39
1916,64,578,1.36
1916,65,642,1.36
1916,66,533,1.34
1916,67,434,1.31
1916,68,352,1.31
1916,69,376,1.37
1916,70,50,1.32
1916,71,-169,1.28
1916,72,-320,1.26
1916,73,-232,1.28
1916,74,-295,1.27
1916,75,-600,1.21
1916,76,-450,1.3
1916,77,-578,1.28
1916,78,-827,1.21
1916,79,-627,1.26
1916,80,-806,1.25
1916,81,-836,1.21
1916,82,-892,1.22
1916,83,-924,1.19
1916,84,-850,1.2
1916,85,-707,1.26
1916,86,-821,1.15
1916,87,-655,1.17
1916,88,-540,1.24
1916,89,-513,1.17
1916,90,-413,1.18
1916,91,-261,1.3
1916,92,-245,1.26
1916,93,-231,1.04
1916,94,-143,1.21
1916,95,-128,1.12
1916,96,-87,1.26
1916,97,-92,0.72
1916,98,-50,0.98
1916,99,-25,1.11
1916,100,-23,0.67
1917,0,8983,1.29
1917,1,1076,1.09
1917,2,382,1.07
1917,3,14,1
1917,4,23,1.01
1917,5,86,1.04
1917,6,79,1.05
1917,7,-33,0.96
1917,8,89,1.09
1917,9,22,1.02
1917,10,50,1.07
1917,11,70,1.1
1917,12,-31,0.96
1917,13,-69,0.92
1917,14,-143,0.86
1917,15,-31,0.98
1917,16,949,1.87
1917,17,5476,6
1917,18,11398,11.58
1917,19,13675,13.41
1917,20,14233,15.06
1917,21,14121,14.44
1917,22,13868,15.52
1917,23,13218,13.9
1917,24,12407,13.81
1917,25,11437,12.47
1917,26,10510,11.87
1917,27,9760,11.23
1917,28,8838,10.27
1917,29,7882,8.59
1917,30,7012,7.87
1917,31,5992,7.06
1917,32,5286,5.69
1917,33,4542,5.15
1917,34,4021,4.59
1917,35,3601,4.11
1917,36,3171,3.54
1917,37,2742,3.15
1917,38,2484,2.86
1917,39,2189,2.64
1917,40,1870,2.32
1917,41,1577,2.13
1917,42,1371,1.9
1917,43,1140,1.8
1917,44,875,1.63
1917,45,952,1.67
1917,46,793,1.55
1917,47,629,1.42
1917,48,684,1.43
1917,49,676,1.41
1917,50,729,1.48
1917,51,662,1.47
1917,52,662,1.38
1917,53,643,1.38
1917,54,696,1.4
1917,55,771,1.47
1917,56,774,1.41
1917,57,819,1.44
1917,58,766,1.42
1917,59,581,1.36
1917,60,947,1.51
1917,61,681,1.41
1917,62,847,1.44
1917,63,749,1.41
1917,64,692,1.4
1917,65,629,1.38
1917,66,719,1.42
1917,67,648,1.4
1917,68,393,1.32
1917,69,687,1.47
1917,70,377,1.42
1917,71,179,1.42
1917,72,23,1.39
1917,73,-86,1.37
1917,74,-345,1.28
1917,75,-364,1.26
1917,76,-516,1.25
1917,77,-554,1.28
1917,78,-752,1.25
1917,79,-605,1.3
1917,80,-774,1.27
1917,81,-584,1.33
1917,82,-634,1.35
1917,83,-825,1.24
1917,84,-804,1.25
1917,85,-779,1.19
1917,86,-657,1.28
1917,87,-693,1.19
1917,88,-490,1.24
1917,89,-486,1.2
1917,90,-365,1.29
1917,91,-306,1.2
1917,92,-263,1.21
1917,93,-193,1.25
1917,94,-128,1.35
1917,95,-111,1.3
1917,96,-80,1.32
1917,97,-92,0.73
1917,98,-27,1.39
1917,99,-27,0.91
1917,100,-15,1.08
1918,0,8800,1.28
1918,1,589,1.02
1918,2,55,0.99
1918,3,-346,0.93
1918,4,-217,0.94
1918,5,-157,0.94
1918,6,-125,0.94
