Year,Age,count_diff,rate_ratio
1932,78,-831,1.29
1932,79,-913,1.28
1932,80,-1132,1.27
1932,81,-1267,1.25
1932,82,-1314,1.25
1932,83,-1298,1.23
1932,84,-1366,1.19
1932,85,-1266,1.21
1932,86,-1259,1.2
1932,87,-1025,1.26
1932,88,-1010,1.17
1932,89,-818,1.16
1932,90,-617,1.26
1932,91,-564,1.17
1932,92,-497,1.05
1932,93,-328,1.22
1932,94,-224,1.28
1932,95,-171,1.28
1932,96,-108,1.42
1932,97,-85,1.33
1932,98,-50,1.39
1932,99,-33,1.73
1932,100,-36,0.43
1933,0,5662,1.31
1933,1,577,1.13
1933,2,212,1.1
1933,3,74,1.04
1933,4,102,1.09
1933,5,125,1.12
1933,6,55,1.05
1933,7,54,1.07
1933,8,0,0.98
1933,9,59,1.11
1933,10,94,1.21
1933,11,63,1.11
1933,12,10,1
1933,13,43,1.05
1933,14,30,1.05
1933,15,38,1.06
1933,16,86,1.13
1933,17,145,1.2
1933,18,91,1.12
1933,19,97,1.13
1933,20,111,1.14
1933,21,79,1.11
1933,22,117,1.16
1933,23,119,1.17
1933,24,-11,1.05
1933,25,36,1.1
1933,26,-11,1.05
1933,27,57,1.11
1933,28,-50,1
1933,29,-33,1.01
1933,30,19,1.06
1933,31,59,1.1
1933,32,181,1.23
1933,33,9,1.08
1933,34,95,1.22
1933,35,13,1.17
1933,36,-143,1.05
1933,37,-14,1.18
1933,38,-93,1.12
1933,39,60,1.24
1933,40,111,1.28
1933,41,140,1.31
1933,42,94,1.24
1933,43,157,1.28
1933,44,300,1.4
1933,45,282,1.36
1933,46,408,1.45
1933,47,442,1.44
1933,48,291,1.32
1933,49,430,1.39
1933,50,460,1.4
1933,51,509,1.43
1933,52,389,1.3
1933,53,792,1.47
1933,54,597,1.38
1933,55,783,1.48
1933,56,827,1.44
1933,57,750,1.38
1933,58,891,1.39
1933,59,848,1.37
1933,60,731,1.34
1933,61,748,1.35
1933,62,797,1.36
1933,63,727,1.32
1933,64,730,1.33
1933,65,710,1.33
1933,66,577,1.33
1933,67,617,1.35
1933,68,709,1.39
1933,69,532,1.35
1933,70,149,1.27
1933,71,-49,1.26
1933,72,-139,1.28
1933,73,-257,1.3
1933,74,-400,1.29
1933,75,-419,1.31
1933,76,-679,1.28
1933,77,-755,1.28
1933,78,-1067,1.24
1933,79,-876,1.3
1933,80,-1127,1.28
1933,81,-1101,1.29
1933,82,-1513,1.23
1933,83,-1526,1.2
1933,84,-1541,1.16
1933,85,-1375,1.15
1933,86,-1177,1.22
1933,87,-1198,1.17
1933,88,-1024,1.18
1933,89,-869,1.18
1933,90,-664,1.23
1933,91,-543,1.18
1933,92,-474,1.15
1933,93,-357,1.26
1933,94,-253,1.3
1933,95,-189,1.19
1933,96,-123,1.3
1933,97,-100,1.02
1933,98,-56,1.18
1933,99,-37,1.31
1933,100,-36,0.82
1934,0,5105,1.29
1934,1,558,1.13
1934,2,280,1.14
1934,3,63,1.02
1934,4,49,1.03
1934,5,50,1.03
1934,6,95,1.1
1934,7,34,1.03
1934,8,42,1.06
1934,9,-3,0.98
1934,10,51,1.1
1934,11,26,1.04
1934,12,-1,0.98
1934,13,11,1
1934,14,50,1.07
1934,15,18,1.02
1934,16,29,1.04
1934,17,55,1.09
1934,18,109,1.15
1934,19,95,1.12
1934,20,134,1.18
1934,21,147,1.2
1934,22,75,1.12
1934,23,87,1.14
1934,24,97,1.16
1934,25,-8,1.05
1934,26,46,1.1
1934,27,-1,1.05
1934,28,-55,0.99
1934,29,-49,1
1934,30,-32,1.01
1934,31,8,1.04
1934,32,98,1.14
1934,33,89,1.14
1934,34,-1,1.08
1934,35,-28,1.09
1934,36,70,1.24
1934,37,37,1.23
1934,38,25,1.22
1934,39,5,1.2
1934,40,88,1.28
1934,41,95,1.28
1934,42,65,1.24
1934,43,135,1.28
1934,44,208,1.33
1934,45,277,1.38
1934,46,258,1.36
1934,47,264,1.35
1934,48,289,1.35
1934,49,536,1.47
1934,50,364,1.37
1934,51,496,1.45
1934,52,586,1.44
1934,53,772,1.5
1934,54,776,1.48
1934,55,621,1.42
1934,56,875,1.49
1934,57,925,1.49
1934,58,1007,1.46
1934,59,981,1.43
1934,60,927,1.41
1934,61,991,1.44
1934,62,981,1.42
1934,63,927,1.39
1934,64,641,1.3
1934,65,870,1.37
1934,66,630,1.33
1934,67,831,1.39
1934,68,739,1.39
1934,69,691,1.4
1934,70,290,1.32
1934,71,30,1.27
1934,72,207,1.35
1934,73,-114,1.32
1934,74,-154,1.35
1934,75,-659,1.26
1934,76,-567,1.31
1934,77,-454,1.36
1934,78,-833,1.28
1934,79,-706,1.34
1934,80,-1066,1.26
1934,81,-1101,1.26
1934,82,-1275,1.24
1934,83,-1169,1.3
1934,84,-1228,1.27
1934,85,-1142,1.23
1934,86,-1064,1.2
1934,87,-1004,1.22
1934,88,-869,1.23
1934,89,-811,1.2
1934,90,-706,1.12
1934,91,-455,1.25
1934,92,-420,1.1
1934,93,-333,1.25
1934,94,-237,1.28
1934,95,-191,1.2
1934,96,-121,1.33
1934,97,-85,1.09
1934,98,-63,1.07
1934,99,-42,0.85
1934,100,-32,0.24
1935,0,5216,1.3
1935,1,314,1.09
1935,2,133,1.07
1935,3,129,1.11
1935,4,105,1.1
1935,5,184,1.22
1935,6,48,1.05
1935,7,44,1.06
1935,8,-1,0.98
1935,9,72,1.15
1935,10,45,1.1
1935,11,-25,0.93
1935,12,1,0.99
1935,13,35,1.06
1935,14,77,1.12
1935,15,-6,0.97
1935,16,30,1.05
1935,17,100,1.19
1935,18,58,1.09
1935,19,87,1.13
1935,20,121,1.18
1935,21,118,1.17
1935,22,52,1.1
1935,23,38,1.09
1935,24,24,1.07
1935,25,86,1.14
1935,26,18,1.07
1935,27,90,1.15
1935,28,-34,1.01
1935,29,44,1.09
1935,30,-52,0.99
1935,31,-24,1.01
1935,32,-17,1.02
1935,33,67,1.11
1935,34,159,1.21
1935,35,86,1.17
1935,36,89,1.23
1935,37,96,1.27
1935,38,-20,1.17
1935,39,46,1.24
1935,40,-2,1.19
1935,41,104,1.3
1935,42,30,1.21
1935,43,187,1.35
1935,44,187,1.32
1935,45,367,1.44
1935,46,364,1.44
1935,47,368,1.42
1935,48,341,1.38
1935,49,401,1.41
1935,50,550,1.48
1935,51,469,1.44
1935,52,522,1.42
1935,53,619,1.45
1935,54,703,1.45
1935,55,786,1.5
1935,56,659,1.4
1935,57,656,1.39
1935,58,942,1.46
1935,59,1039,1.47
1935,60,941,1.41
1935,61,869,1.41
1935,62,1010,1.41
1935,63,941,1.39
1935,64,1005,1.41
1935,65,957,1.39
1935,66,727,1.35
1935,67,753,1.36
1935,68,879,1.42
1935,69,747,1.41
1935,70,372,1.35
1935,71,331,1.36
1935,72,335,1.37
1935,73,-118,1.3
1935,74,-153,1.34
1935,75,-421,1.33
1935,76,-489,1.33
1935,77,-780,1.28
1935,78,-685,1.34
1935,79,-780,1.32
1935,80,-1074,1.28
1935,81,-1015,1.3
1935,82,-1113,1.31
1935,83,-1311,1.26
1935,84,-1398,1.25
1935,85,-1213,1.27
1935,86,-1083,1.25
1935,87,-885,1.31
1935,88,-910,1.22
1935,89,-830,1.22
1935,90,-728,1.17
1935,91,-577,1.14
1935,92,-495,1.06
1935,93,-287,1.35
1935,94,-289,1.3
1935,95,-217,1.04
1935,96,-158,1.09
1935,97,-92,1.13
1935,98,-88,0.81
1935,99,-51,0.86
1935,100,-11,2.11
1936,0,5699,1.33
1936,1,506,1.14
1936,2,185,1.11
1936,3,103,1.08
1936,4,116,1.11
1936,5,131,1.14
1936,6,108,1.15
1936,7,97,1.17
1936,8,54,1.1
1936,9,51,1.12
1936,10,97,1.28
1936,11,53,1.15
1936,12,42,1.1
1936,13,20,1.04
1936,14,71,1.13
1936,15,34,1.04
1936,16,71,1.09
1936,17,53,1.09
1936,18,111,1.22
1936,19,99,1.16
1936,20,94,1.15
1936,21,67,1.1
1936,22,129,1.19
1936,23,128,1.19
1936,24,19,1.06
1936,25,51,1.1
1936,26,11,1.05
1936,27,22,1.07
1936,28,25,1.08
1936,29,9,1.06
1936,30,16,1.06
1936,31,57,1.11
1936,32,-8,1.03
1936,33,81,1.13
1936,34,94,1.15
1936,35,140,1.2
1936,36,108,1.19
1936,37,126,1.27
1936,38,58,1.23
1936,39,7,1.2
1936,40,21,1.22
1936,41,47,1.24
1936,42,144,1.32
1936,43,121,1.3
1936,44,180,1.34
1936,45,225,1.35
1936,46,216,1.32
1936,47,344,1.4
1936,48,255,1.33
1936,49,428,1.42
1936,50,396,1.39
1936,51,484,1.44
1936,52,578,1.44
1936,53,697,1.49
1936,54,944,1.58
1936,55,929,1.55
1936,56,958,1.51
1936,57,949,1.5
1936,58,981,1.48
1936,59,1045,1.49
1936,60,1069,1.47
1936,61,1031,1.45
1936,62,1299,1.48
1936,63,945,1.38
1936,64,1014,1.4
1936,65,788,1.35
1936,66,673,1.33
1936,67,864,1.37
1936,68,581,1.32
1936,69,758,1.4
1936,70,430,1.36
1936,71,420,1.39
1936,72,191,1.35
1936,73,163,1.36
1936,74,-140,1.33
1936,75,-383,1.33
1936,76,-426,1.37
1936,77,-901,1.28
1936,78,-715,1.35
1936,79,-774,1.36
1936,80,-1099,1.29
1936,81,-1226,1.27
1936,82,-1331,1.26
1936,83,-1217,1.3
1936,84,-1351,1.3
1936,85,-1344,1.28
1936,86,-1345,1.22
1936,87,-1124,1.2
1936,88,-882,1.27
1936,89,-782,1.29
1936,90,-746,1.19
1936,91,-564,1.29
1936,92,-469,1.28
1936,93,-396,1.13
1936,94,-298,1.22
1936,95,-240,1.07
1936,96,-167,1.23
1936,97,-118,0.87
1936,98,-91,0.91
1936,99,-32,1.59
1936,100,-27,1.13
1937,0,5387,1.3
1937,1,542,1.18
1937,2,86,1.03
1937,3,128,1.11
1937,4,115,1.12
1937,5,162,1.2
1937,6,67,1.09
1937,7,93,1.18
1937,8,43,1.09
1937,9,36,1.08
1937,10,54,1.15
1937,11,-5,0.97
1937,12,51,1.14
1937,13,47,1.11
1937,14,37,1.07
1937,15,93,1.15
1937,16,86,1.11
1937,17,137,1.19
1937,18,91,1.16
1937,19,107,1.19
1937,20,117,1.18
1937,21,-3,1.01
1937,22,104,1.15
1937,23,45,1.08
1937,24,112,1.17
1937,25,47,1.09
1937,26,-7,1.03
1937,27,33,1.08
1937,28,44,1.09
1937,29,28,1.08
1937,30,77,1.14
1937,31,10,1.06
1937,32,91,1.13
1937,33,85,1.12
1937,34,73,1.11
1937,35,141,1.18
1937,36,75,1.12
1937,37,70,1.15
1937,38,142,1.27
1937,39,123,1.29
1937,40,140,1.33
1937,41,22,1.22
1937,42,206,1.37
1937,43,214,1.38
1937,44,228,1.38
1937,45,335,1.45
1937,46,291,1.37
1937,47,192,1.28
1937,48,444,1.44
1937,49,454,1.43
1937,50,486,1.43
1937,51,592,1.51
1937,52,724,1.5
1937,53,797,1.54
1937,54,612,1.42
1937,55,1030,1.64
1937,56,911,1.5
1937,57,1002,1.51
1937,58,923,1.47
1937,59,1119,1.52
1937,60,846,1.41
1937,61,1097,1.47
1937,62,1304,1.47
1937,63,1229,1.44
1937,64,1269,1.44
1937,65,961,1.38
1937,66,838,1.37
1937,67,962,1.4
1937,68,863,1.38
1937,69,757,1.38
1937,70,521,1.36
1937,71,456,1.39
1937,72,54,1.33
1937,73,-81,1.32
1937,74,-56,1.34
1937,75,-390,1.31
1937,76,-656,1.32
1937,77,-660,1.36
1937,78,-797,1.36
1937,79,-1145,1.3
1937,80,-1391,1.22
1937,81,-1187,1.29
1937,82,-1529,1.23
1937,83,-1306,1.28
1937,84,-1492,1.26
1937,85,-1453,1.24
1937,86,-1354,1.28
1937,87,-1274,1.21
1937,88,-1048,1.2
1937,89,-871,1.27
1937,90,-758,1.21
1937,91,-639,1.17
1937,92,-534,1.2
1937,93,-447,1.13
1937,94,-354,1.05
1937,95,-242,1.1
1937,96,-164,1.25
1937,97,-106,1.22
1937,98,-70,1.2
1937,99,-41,1.53
1937,100,-31,0.96
1938,0,5166,1.32
1938,1,448,1.16
1938,2,187,1.14
1938,3,158,1.16
1938,4,62,1.05
1938,5,109,1.12
1938,6,54,1.06
1938,7,36,1.05
1938,8,-16,0.95
1938,9,66,1.19
1938,10,37,1.1
1938,11,112,1.36
1938,12,42,1.11
1938,13,24,1.06
1938,14,91,1.23
1938,15,110,1.24
1938,16,117,1.21
1938,17,135,1.21
1938,18,75,1.1
1938,19,99,1.19
1938,20,137,1.28
1938,21,102,1.18
1938,22,157,1.25
1938,23,161,1.24
1938,24,128,1.21
1938,25,124,1.2
1938,26,51,1.1
1938,27,23,1.07
1938,28,148,1.23
1938,29,51,1.11
1938,30,65,1.13
1938,31,52,1.11
1938,32,97,1.16
1938,33,117,1.18
1938,34,97,1.15
1938,35,166,1.22
1938,36,80,1.13
1938,37,210,1.27
1938,38,168,1.25
1938,39,175,1.32
1938,40,88,1.26
1938,41,157,1.37
1938,42,82,1.28
1938,43,222,1.42
1938,44,171,1.35
1938,45,260,1.41
1938,46,253,1.38
1938,47,266,1.37
1938,48,404,1.43
1938,49,439,1.43
1938,50,552,1.5
1938,51,574,1.53
1938,52,674,1.52
1938,53,710,1.52
1938,54,668,1.48
1938,55,764,1.52
1938,56,701,1.46
1938,57,955,1.54
1938,58,1033,1.53
1938,59,1047,1.53
1938,60,1095,1.54
1938,61,1085,1.52
1938,62,933,1.41
1938,63,1118,1.44
1938,64,1189,1.44
1938,65,1269,1.46
1938,66,998,1.43
1938,67,950,1.41
1938,68,798,1.38
1938,69,965,1.44
1938,70,628,1.38
1938,71,606,1.42
1938,72,284,1.38
1938,73,320,1.42
1938,74,-71,1.35
1938,75,-376,1.31
1938,76,-576,1.31
1938,77,-479,1.39
1938,78,-929,1.35
1938,79,-811,1.4
1938,80,-888,1.34
1938,81,-860,1.36
1938,82,-1170,1.3
1938,83,-1296,1.27
1938,84,-1222,1.31
1938,85,-1254,1.29
1938,86,-1221,1.28
1938,87,-1204,1.27
1938,88,-939,1.29
1938,89,-767,1.3
1938,90,-705,1.25
1938,91,-569,1.22
1938,92,-484,1.19
1938,93,-379,1.14
1938,94,-251,1.38
1938,95,-163,1.34
1938,96,-116,1.36
1938,97,-122,1.15
1938,98,-85,0.85
1938,99,-32,1.58
1938,100,-31,0.71
1939,0,4550,1.28
1939,1,275,1.12
1939,2,146,1.13
1939,3,104,1.13
1939,4,149,1.24
1939,5,123,1.21
1939,6,110,1.23
1939,7,107,1.27
1939,8,121,1.39
1939,9,64,1.21
1939,10,46,1.16
1939,11,110,1.45
1939,12,0,0.99
1939,13,10,1.02
1939,14,16,1.04
1939,15,33,1.07
1939,16,94,1.2
1939,17,37,1.08
1939,18,101,1.17
1939,19,183,1.27
1939,20,129,1.27
1939,21,85,1.19
1939,22,172,1.32
1939,23,80,1.15
1939,24,142,1.23
1939,25,83,1.16
1939,26,79,1.15
1939,27,68,1.14
1939,28,0,1.05
1939,29,30,1.09
1939,30,102,1.18
1939,31,25,1.09
1939,32,56,1.12
1939,33,113,1.18
1939,34,55,1.1
1939,35,121,1.17
1939,36,141,1.19
1939,37,84,1.14
1939,38,347,1.42
1939,39,157,1.25
1939,40,232,1.38
1939,41,142,1.33
1939,42,82,1.28
1939,43,98,1.3
1939,44,122,1.31
1939,45,183,1.35
1939,46,268,1.4
1939,47,279,1.38
1939,48,365,1.42
1939,49,398,1.41
1939,50,558,1.49
1939,51,512,1.47
1939,52,615,1.49
1939,53,782,1.56
1939,54,941,1.6
1939,55,837,1.56
1939,56,915,1.56
1939,57,1110,1.63
1939,58,1217,1.58
1939,59,1247,1.58
1939,60,1303,1.6
1939,61,1111,1.53
1939,62,1325,1.53
1939,63,1222,1.47
1939,64,1252,1.45
1939,65,1174,1.44
1939,66,948,1.4
1939,67,1022,1.43
1939,68,905,1.41
1939,69,729,1.37
1939,70,563,1.35
1939,71,451,1.36
1939,72,327,1.36
1939,73,285,1.4
1939,74,-67,1.37
1939,75,-462,1.32
1939,76,-555,1.32
1939,77,-549,1.36
1939,78,-824,1.38
1939,79,-995,1.41
1939,80,-1329,1.27
1939,81,-1224,1.28
1939,82,-1243,1.32
1939,83,-1400,1.3
1939,84,-1588,1.25
1939,85,-1370,1.28
1939,86,-1472,1.23
1939,87,-1307,1.27
1939,88,-1245,1.22
1939,89,-1027,1.21
1939,90,-800,1.25
1939,91,-670,1.2
1939,92,-503,1.27
1939,93,-419,1.25
1939,94,-340,1.18
1939,95,-275,1.02
1939,96,-166,1.22
1939,97,-113,1.29
1939,98,-94,0.97
1939,99,-61,1.1
1939,100,-31,1.27
1940,0,5494,1.32
1940,1,530,1.19
1940,2,150,1.08
1940,3,171,1.15
1940,4,147,1.17
1940,5,201,1.26
1940,6,93,1.13
1940,7,113,1.2
1940,8,30,1.05
1940,9,78,1.19
1940,10,76,1.2
1940,11,68,1.2
1940,12,53,1.13
1940,13,-17,0.95
1940,14,99,1.2
1940,15,74,1.12
1940,16,235,1.32
1940,17,543,1.72
1940,18,807,1.97
1940,19,904,1.89
1940,20,1161,2.03
1940,21,1092,2.36
1940,22,1640,3.19
1940,23,1825,3.05
1940,24,1531,2.73
1940,25,997,2.01
1940,26,1042,2.13
1940,27,842,1.96
1940,28,711,1.76
1940,29,644,1.67
1940,30,662,1.66
1940,31,718,1.79
1940,32,634,1.63
1940,33,521,1.53
1940,34,539,1.55
1940,35,614,1.58
1940,36,455,1.42
1940,37,444,1.42
1940,38,498,1.46
1940,39,514,1.46
1940,40,304,1.3
1940,41,422,1.5
1940,42,347,1.44
1940,43,398,1.51
1940,44,440,1.54
1940,45,426,1.48
1940,46,434,1.47
1940,47,577,1.55
1940,48,534,1.5
1940,49,420,1.4
1940,50,730,1.52
1940,51,905,1.65
1940,52,1063,1.64
1940,53,1117,1.65
1940,54,990,1.56
1940,55,1126,1.62
1940,56,1322,1.67
1940,57,1662,1.77
1940,58,1635,1.71
1940,59,1516,1.61
1940,60,1420,1.56
1940,61,1496,1.61
1940,62,1604,1.58
1940,63,1578,1.54
1940,64,1639,1.53
1940,65,1297,1.44
1940,66,1393,1.48
1940,67,1138,1.42
1940,68,1028,1.41
1940,69,885,1.39
1940,70,661,1.36
1940,71,224,1.3
1940,72,238,1.33
1940,73,-5,1.33
1940,74,-153,1.35
1940,75,-436,1.35
1940,76,-748,1.32
1940,77,-1022,1.29
1940,78,-920,1.35
1940,79,-1219,1.37
1940,80,-1568,1.26
1940,81,-1236,1.33
1940,82,-1703,1.24
1940,83,-1476,1.32
1940,84,-1627,1.3
1940,85,-1694,1.23
1940,86,-1389,1.32
1940,87,-1387,1.28
1940,88,-1413,1.17
1940,89,-1182,1.22
1940,90,-1062,1.13
1940,91,-650,1.26
1940,92,-640,1.12
1940,93,-513,1.1
1940,94,-374,1.2
1940,95,-276,1.19
1940,96,-224,0.99
1940,97,-113,1.29
1940,98,-91,1.19
1940,99,-48,1.35
1940,100,-28,1.48
1941,0,5274,1.3
1941,1,341,1.09
1941,2,192,1.1
1941,3,190,1.14
1941,4,174,1.17
1941,5,138,1.15
1941,6,198,1.31
1941,7,89,1.15
1941,8,100,1.21
1941,9,94,1.23
1941,10,80,1.21
1941,11,79,1.21
1941,12,94,1.27
1941,13,51,1.13
1941,14,103,1.22
1941,15,105,1.17
1941,16,204,1.3
1941,17,444,1.58
1941,18,594,1.73
1941,19,672,1.77
1941,20,536,1.52
1941,21,639,1.55
1941,22,769,1.9
1941,23,1519,2.99
1941,24,1376,2.66
1941,25,729,1.8
1941,26,619,1.67
1941,27,485,1.51
1941,28,577,1.65
1941,29,416,1.45
1941,30,559,1.58
1941,31,604,1.66
1941,32,569,1.58
1941,33,463,1.47
1941,34,502,1.54
1941,35,545,1.56
1941,36,537,1.53
1941,37,586,1.59
1941,38,492,1.48
1941,39,512,1.48
1941,40,541,1.52
1941,41,500,1.47
1941,42,513,1.56
1941,43,267,1.37
1941,44,358,1.46
1941,45,404,1.48
1941,46,278,1.37
1941,47,452,1.49
1941,48,403,1.43
1941,49,404,1.42
1941,50,627,1.52
1941,51,653,1.52
1941,52,854,1.59
1941,53,842,1.55
1941,54,1018,1.62
1941,55,1056,1.66
1941,56,1189,1.67
1941,57,1319,1.71
1941,58,1270,1.63
1941,59,1469,1.68
1941,60,1478,1.64
1941,61,1426,1.65
1941,62,1444,1.61
1941,63,1423,1.58
1941,64,1554,1.6
1941,65,1419,1.53
1941,66,975,1.42
1941,67,1262,1.48
1941,68,1319,1.5
1941,69,900,1.42
1941,70,563,1.36
1941,71,545,1.37
1941,72,360,1.35
1941,73,208,1.35
1941,74,112,1.38
1941,75,-307,1.36
1941,76,-368,1.4
1941,77,-576,1.38
1941,78,-817,1.35
1941,79,-982,1.35
1941,80,-1061,1.34
1941,81,-1206,1.33
1941,82,-1359,1.31
1941,83,-1513,1.25
1941,84,-1419,1.31
1941,85,-1563,1.24
1941,86,-1479,1.23
1941,87,-1383,1.22
1941,88,-1365,1.06
1941,89,-1045,1.27
1941,90,-886,1.22
1941,91,-760,1.09
1941,92,-602,1.11
1941,93,-465,1.04
1941,94,-350,1.02
1941,95,-246,1.13
1941,96,-159,1.22
1941,97,-136,0.91
1941,98,-76,1
1941,99,-56,0.75
1941,100,-35,1.18
1942,0,4888,1.29
1942,1,325,1.17
1942,2,163,1.16
1942,3,107,1.11
1942,4,179,1.27
1942,5,116,1.18
1942,6,154,1.33
1942,7,126,1.37
1942,8,71,1.21
1942,9,104,1.39
1942,10,108,1.44
1942,11,85,1.35
1942,12,46,1.16
1942,13,83,1.29
1942,14,60,1.17
1942,15,69,1.16
1942,16,421,1.93
1942,17,1152,3.27
1942,18,1565,3.49
1942,19,1920,4.06
1942,20,1896,3.54
1942,21,2078,3.46
1942,22,2272,3.51
1942,23,2183,4.53
1942,24,2273,4.47
1942,25,1845,3.52
1942,26,1382,2.91
1942,27,1181,2.49
1942,28,1096,2.33
1942,29,1058,2.28
1942,30,1114,2.47
1942,31,1152,2.58
1942,32,1184,2.41
1942,33,1070,2.33
1942,34,834,2.01
1942,35,795,1.9
1942,36,624,1.7
1942,37,723,1.83
1942,38,628,1.66
1942,39,653,1.69
1942,40,596,1.66
1942,41,576,1.56
1942,42,522,1.49
1942,43,399,1.49
1942,44,427,1.57
1942,45,381,1.49
1942,46,242,1.37
1942,47,334,1.43
1942,48,428,1.5
1942,49,401,1.45
1942,50,497,1.51
1942,51,531,1.5
1942,52,772,1.58
1942,53,828,1.61
1942,54,873,1.6
1942,55,920,1.67
1942,56,917,1.6
1942,57,1116,1.66
1942,58,1116,1.63
1942,59,1143,1.61
1942,60,1277,1.66
1942,61,1267,1.64
1942,62,1126,1.54
1942,63,1440,1.65
1942,64,1407,1.62
1942,65,1370,1.59
1942,66,1225,1.53
1942,67,1243,1.51
1942,68,1310,1.52
1942,69,1243,1.5
1942,70,809,1.42
1942,71,597,1.39
1942,72,646,1.41
1942,73,458,1.4
1942,74,143,1.38
1942,75,-246,1.35
1942,76,-254,1.41
1942,77,-502,1.4
1942,78,-721,1.37
1942,79,-828,1.35
1942,80,-1092,1.31
1942,81,-1306,1.27
1942,82,-1368,1.29
1942,83,-1179,1.35
1942,84,-1279,1.31
1942,85,-1452,1.23
1942,86,-1345,1.25
1942,87,-1198,1.25
1942,88,-1038,1.26
1942,89,-1045,1.19
1942,90,-837,1.2
1942,91,-654,1.23
1942,92,-497,1.25
1942,93,-389,1.23
1942,94,-288,1.15
1942,95,-234,1.06
1942,96,-143,1.21
1942,97,-101,1.33
1942,98,-65,1.11
1942,99,-40,1.2
1942,100,-33,0.53
1943,0,4953,1.28
1943,1,183,1.06
1943,2,136,1.13
1943,3,157,1.21
1943,4,29,1.01
1943,5,140,1.25
1943,6,152,1.37
1943,7,126,1.38
1943,8,116,1.39
1943,9,126,1.53
1943,10,70,1.28
1943,11,31,1.09
1943,12,27,1.08
1943,13,32,1.1
1943,14,38,1.1
1943,15,31,1.07
1943,16,581,2.28
1943,17,1841,4.91
1943,18,2540,5.74
1943,19,2851,5.7
1943,20,3187,6.04
1943,21,3269,5.62
1943,22,2956,4.81
1943,23,2976,4.4
1943,24,2632,5.15
1943,25,2622,5.28
1943,26,2189,4.29
1943,27,1659,3.34
1943,28,1513,2.81
1943,29,1693,3.21
1943,30,1581,2.95
1943,31,1399,2.74
1943,32,1367,2.58
1943,33,1272,2.48
1943,34,1089,2.22
1943,35,992,2.09
1943,36,798,1.91
1943,37,700,1.74
1943,38,641,1.62
1943,39,688,1.7
1943,40,607,1.6
1943,41,537,1.53
1943,42,680,1.58
1943,43,481,1.43
1943,44,389,1.45
1943,45,333,1.43
1943,46,401,1.51
1943,47,453,1.53
1943,48,357,1.43
1943,49,431,1.47
1943,50,590,1.55
1943,51,647,1.59
1943,52,821,1.61
1943,53,1018,1.67
1943,54,910,1.6
1943,55,846,1.6
1943,56,1113,1.72
1943,57,1262,1.75
1943,58,1218,1.67
1943,59,1237,1.64
1943,60,1254,1.66
1943,61,1241,1.65
1943,62,1264,1.59
1943,63,1288,1.59
1943,64,1375,1.62
1943,65,1277,1.58
1943,66,1209,1.55
1943,67,1008,1.45
1943,68,1061,1.45
1943,69,1191,1.48
1943,70,628,1.37
1943,71,687,1.41
1943,72,499,1.38
1943,73,34,1.32
1943,74,-55,1.33
1943,75,-209,1.34
1943,76,-446,1.34
1943,77,-391,1.41
1943,78,-966,1.33
1943,79,-1147,1.3
1943,80,-1291,1.3
1943,81,-1463,1.25
1943,82,-1674,1.23
1943,83,-1700,1.25
1943,84,-1754,1.22
1943,85,-1586,1.24
1943,86,-1443,1.28
1943,87,-1414,1.24
1943,88,-1227,1.21
1943,89,-927,1.36
1943,90,-934,1.18
1943,91,-771,1.16
1943,92,-647,1.18
1943,93,-473,1.27
1943,94,-322,1.3
1943,95,-249,1.1
1943,96,-145,1.36
1943,97,-138,1.11
1943,98,-80,1.19
1943,99,-45,0.94
1943,100,-25,1.28
1944,0,4869,1.27
1944,1,217,1.1
1944,2,180,1.22
1944,3,124,1.2
1944,4,137,1.27
1944,5,82,1.13
1944,6,196,1.52
1944,7,105,1.3
1944,8,110,1.39
1944,9,142,1.55
1944,10,73,1.25
1944,11,68,1.27
1944,12,60,1.21
1944,13,103,1.36
1944,14,98,1.33
1944,15,80,1.22
1944,16,708,2.79
1944,17,2265,5.73
1944,18,3321,7.8
1944,19,3590,7.51
1944,20,4028,8.17
1944,21,4031,7.07
1944,22,3985,6.64
1944,23,3274,4.85
1944,24,3185,4.57
1944,25,2688,5.22
1944,26,2613,5.43
1944,27,2199,4.29
1944,28,1945,3.93
1944,29,1716,3.14
1944,30,1647,2.9
1944,31,1545,2.93
1944,32,1294,2.63
1944,33,1227,2.4
1944,34,1053,2.18
1944,35,969,2.16
1944,36,878,2.09
1944,37,686,1.77
1944,38,680,1.74
1944,39,622,1.61
1944,40,640,1.64
1944,41,600,1.62
1944,42,603,1.56
1944,43,576,1.5
1944,44,539,1.5
1944,45,413,1.46
1944,46,353,1.45
1944,47,396,1.49
1944,48,367,1.45
1944,49,550,1.56
1944,50,512,1.52
1944,51,580,1.55
1944,52,707,1.57
1944,53,792,1.59
1944,54,1009,1.68
1944,55,864,1.63
1944,56,1046,1.68
1944,57,1100,1.7
1944,58,1328,1.76
1944,59,1431,1.75
1944,60,1296,1.7
1944,61,1357,1.74
1944,62,1537,1.73
1944,63,1486,1.67
1944,64,1470,1.63
1944,65,1475,1.65
1944,66,1200,1.58
1944,67,1283,1.56
1944,68,1048,1.48
1944,69,1460,1.55
1944,70,850,1.42
1944,71,643,1.4
1944,72,706,1.43
1944,73,334,1.38
1944,74,214,1.38
1944,75,-13,1.37
1944,76,-158,1.38
1944,77,-528,1.35
